cycle,setting1,setting2,setting3,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,av1,av2,av3,av4,av5,av6,av7,av8,av9,av10,av11,av12,av13,av14,av15,av16,av17,av18,av19,av20,av21,sd1,sd2,sd3,sd4,sd5,sd6,sd7,sd8,sd9,sd10,sd11,sd12,sd13,sd14,sd15,sd16,sd17,sd18,sd19,sd20,sd21
28,0.0003,0.0003,100,518.67,642.51,1584.15,1398.75,14.62,21.61,553.59,2388.07,9061.1,1.3,47.35,521.39,2388.09,8142.03,8.4323,0.03,392,2388,100,38.92,23.465,518.67,642.512,1583.946,1403.26,14.62,21.61,553.672,2388.064,9064.68,1.3,47.394,521.492,2388.056,8140.904,8.43104,0.03,392.8,2388,100,38.9,23.35136,0,0.278872731,2.858326433,5.393876157,0,0,0.09338094,0.025099801,4.242740859,0,0.072663608,0.165287628,0.028809721,4.530820014,0.01830336,0,0.836660027,0,0,0.062849025,0.074539137
29,0.0013,-0.0003,100,518.67,642.71,1585.42,1405.28,14.62,21.61,554.41,2388.12,9059.45,1.3,47.54,521.37,2388.03,8142.06,8.4124,0.03,394,2388,100,39.1,23.3463,518.67,642.582,1583.326,1404.85,14.62,21.61,553.816,2388.068,9064.346,1.3,47.414,521.446,2388.046,8140.064,8.4274,0.03,393,2388,100,38.94,23.35056,0,0.275081806,1.73272329,4.261766066,0,0,0.344789791,0.032710854,4.640175643,0,0.097877474,0.15962456,0.027018512,3.578928611,0.020131195,0,1,0,0,0.109316056,0.074574815
30,0.0006,-0.0003,100,518.67,642.24,1587.79,1406.81,14.62,21.61,553.53,2387.98,9060.19,1.3,47.46,520.94,2388.09,8141.55,8.4218,0.03,393,2388,100,39.03,23.2323,518.67,642.49,1584.484,1404.192,14.62,21.61,553.784,2388.05,9062.124,1.3,47.406,521.288,2388.056,8141.58,8.4226,0.03,392.8,2388,100,38.948,23.32946,0,0.301413337,2.422473942,3.419242606,0,0,0.36616936,0.050990195,2.754665134,0,0.090443352,0.195243438,0.032863353,1.097155413,0.017310835,0,0.836660027,0,0,0.115195486,0.09198121
31,0.004,-0.0002,100,518.67,642.45,1594.38,1399.43,14.62,21.61,553.87,2388.04,9059.28,1.3,47.36,521.49,2388.04,8144.61,8.4422,0.03,392,2388,100,38.91,23.3552,518.67,642.41,1586.574,1403.456,14.62,21.61,553.796,2388.05,9061.218,1.3,47.41,521.316,2388.06,8142.558,8.43086,0.03,392.8,2388,100,38.956,23.33094,0,0.225499446,4.981388361,4.048528128,0,0,0.368211896,0.050990195,2.805988239,0,0.087177979,0.215360163,0.028284271,1.199362331,0.013881571,0,0.836660027,0,0,0.109681357,0.09240862
32,-0.0005,-0.0001,100,518.67,642.92,1590.24,1408.76,14.62,21.61,553.55,2388.07,9052.32,1.3,47.44,521.86,2388.05,8136.62,8.4209,0.03,393,2388,100,38.84,23.2284,518.67,642.566,1588.396,1403.806,14.62,21.61,553.79,2388.056,9058.468,1.3,47.43,521.41,2388.06,8141.374,8.42592,0.03,392.8,2388,100,38.96,23.32544,0,0.259287485,4.076178357,4.484732991,0,0,0.372827038,0.051283526,3.511206345,0,0.078102497,0.328557453,0.028284271,2.915652586,0.01151855,0,0.836660027,0,0,0.103682207,0.098602246
33,0.0034,0.0001,100,518.67,642.29,1587.38,1405.33,14.62,21.61,553.9,2388.08,9064.09,1.3,47.38,521.83,2388.05,8141.57,8.4567,0.03,391,2388,100,38.79,23.2188,518.67,642.522,1589.042,1405.122,14.62,21.61,553.852,2388.058,9059.066,1.3,47.436,521.498,2388.052,8141.282,8.4308,0.03,392.6,2388,100,38.934,23.2762,0,0.288218667,3.441586843,3.483944603,0,0,0.356679128,0.052153619,4.248697447,0,0.071274119,0.377186956,0.022803509,2.89697601,0.018154476,0,1.140175425,0,0,0.129344501,0.068304136
2,-0.004,0.0001,100,518.67,641.81,1588.45,1406.94,14.62,21.61,554.98,2388.03,9062.08,1.3,47.2,522.17,2387.98,8143.72,8.3837,0.03,392,2388,100,39.34,23.5081,518.67,641.995,1587.92,1399.7,14.62,21.61,554.535,2388.01,9063.85,1.3,47.135,522.39,2387.965,8146.24,8.39475,0.03,392,2388,100,39.255,23.4441,0,0.261629509,0.749533188,10.23890619,0,0,0.629325035,0.028284271,2.503158005,0,0.091923882,0.311126984,0.021213203,3.563818177,0.01562706,0,0,0,0,0.120208153,0.090509668
3,0.0017,0.0001,100,518.67,641.73,1584.32,1396.01,14.62,21.61,553.94,2388.03,9063.92,1.3,47.24,522.61,2388.02,8145.33,8.4137,0.03,393,2388,100,39.08,23.4344,518.67,641.9066667,1586.72,1398.47,14.62,21.61,554.3366667,2388.016667,9063.873333,1.3,47.17,522.4633333,2387.983333,8145.936667,8.401066667,0.03,392.3333333,2388,100,39.19666667,23.44086667,0,0.240069434,2.144970862,7.546939777,0,0,0.562168421,0.023094011,1.770461333,0,0.088881944,0.254034118,0.035118846,2.574185955,0.015550027,0,0.577350269,0,0,0.132035349,0.064244559
4,0.0006,-0.0003,100,518.67,641.45,1580.54,1402.14,14.62,21.61,554.1,2388.01,9064.27,1.3,47.14,522.51,2387.95,8144.16,8.3953,0.03,391,2388,100,39,23.4524,518.67,641.7925,1585.175,1399.3875,14.62,21.61,554.2775,2388.015,9063.9725,1.3,47.1625,522.475,2387.975,8145.4925,8.399625,0.03,392,2388,100,39.1475,23.44375,0,0.300929117,3.551811744,6.429470559,0,0,0.474016526,0.019148542,1.459117884,0,0.07410578,0.208726296,0.033166248,2.281832232,0.013019825,0,0.816496581,0,0,0.145916643,0.052771489
5,-0.0035,-0.0001,100,518.67,642.15,1578.08,1398.18,14.62,21.61,554.18,2388,9060.01,1.3,47.05,522.2,2387.98,8143.76,8.4112,0.03,393,2388,100,39.13,23.3571,518.67,641.864,1583.756,1399.146,14.62,21.61,554.258,2388.012,9063.18,1.3,47.14,522.42,2387.976,8145.146,8.40194,0.03,392.2,2388,100,39.144,23.42642,0,0.305744992,4.419200154,5.594209506,0,0,0.412819573,0.017888544,2.17647651,0,0.081547532,0.218632111,0.028809721,2.122588043,0.012406974,0,0.836660027,0,0,0.126609636,0.059918837
6,-0.0009,-0.0002,100,518.67,642.23,1582.68,1392.93,14.62,21.61,554.61,2387.91,9064.73,1.3,47.01,522.58,2387.97,8145.31,8.3795,0.03,391,2388,100,39.04,23.564,518.67,641.874,1582.814,1399.24,14.62,21.61,554.362,2387.996,9063.002,1.3,47.128,522.414,2387.98,8144.456,8.39668,0.03,392,2388,100,39.118,23.4632,0,0.319186466,3.925312726,5.456019611,0,0,0.42522935,0.049799598,1.951837596,0,0.097313925,0.212438226,0.025495098,0.807297962,0.015540656,0,1,0,0,0.13311649,0.078070385
7,-0.0016,-0.0003,100,518.67,642.11,1581.87,1399.8,14.62,21.61,554.62,2388.05,9070.6,1.3,47.1,522.79,2388.03,8143.34,8.4,0.03,392,2388,100,39.1,23.4382,518.67,641.934,1581.498,1397.812,14.62,21.61,554.29,2388,9064.706,1.3,47.108,522.538,2387.99,8144.38,8.39994,0.03,392,2388,100,39.07,23.44922,0,0.332084327,2.350514837,3.532006512,0,0,0.309030743,0.053851648,3.794737145,0,0.08871302,0.215336945,0.03391165,0.905786951,0.013742744,0,1,0,0,0.050990195,0.07418175
8,-0.0026,-0.0001,100,518.67,641.83,1579.69,1396.91,14.62,21.61,553.96,2387.98,9054.49,1.3,47.16,522.44,2387.98,8144.86,8.4198,0.03,392,2388,100,39.07,23.4006,518.67,641.954,1580.572,1397.992,14.62,21.61,554.294,2387.99,9062.82,1.3,47.092,522.504,2387.982,8144.286,8.40116,0.03,391.8,2388,100,39.068,23.44246,0,0.319499609,1.81090309,3.438919889,0,0,0.303446865,0.051478151,5.990909781,0,0.062209324,0.214546032,0.029495762,0.800862036,0.015436094,0,0.836660027,0,0,0.050695167,0.077342601
9,0.0009,0.0002,100,518.67,642.04,1590.93,1388.7,14.62,21.61,554.71,2388.03,9062.01,1.3,47.21,522.63,2387.97,8142.89,8.3638,0.03,391,2388,100,38.96,23.5313,518.67,642.072,1582.65,1395.304,14.62,21.61,554.416,2387.994,9062.368,1.3,47.106,522.528,2387.986,8144.032,8.39486,0.03,391.8,2388,100,39.06,23.45824,0,0.151723433,4.970266592,4.480884957,0,0,0.327612576,0.054129474,5.939193548,0,0.080808415,0.221968466,0.025099801,1.021748501,0.023000391,0,0.836660027,0,0,0.065192024,0.087287187
10,0.0045,0.0002,100,518.67,641.92,1583.96,1401.38,14.62,21.6,553.94,2387.97,9059.24,1.3,47.36,522.7,2387.96,8138.19,8.3983,0.03,391,2388,100,38.98,23.4457,518.67,642.026,1583.826,1395.944,14.62,21.608,554.368,2387.988,9062.214,1.3,47.168,522.628,2387.982,8142.918,8.39228,0.03,391.4,2388,100,39.03,23.47596,0,0.156939479,4.26410952,5.169906189,0,0.004472136,0.383627423,0.054954527,6.024983817,0,0.13065221,0.131415372,0.027748874,2.829570639,0.021375383,0,0.547722558,0,0,0.059160798,0.068618824
11,-0.004,0.0001,100,518.67,642.64,1578.62,1392.01,14.62,21.61,554.73,2387.98,9058.75,1.3,47.19,522.81,2387.97,8139.61,8.3876,0.03,392,2388,100,39.17,23.5464,518.67,642.108,1583.014,1395.76,14.62,21.608,554.392,2388.002,9061.018,1.3,47.204,522.674,2387.982,8141.778,8.3939,0.03,391.6,2388,100,39.056,23.47244,0,0.316338426,4.879111599,5.31823749,0,0.004472136,0.405672282,0.035637059,5.994136301,0,0.096591925,0.149432259,0.027748874,2.772592649,0.02045165,0,0.547722558,0,0,0.086775573,0.06321189
12,-0.0034,-0.0003,100,518.67,642.29,1593.34,1396.9,14.62,21.6,555.49,2387.99,9060.37,1.3,47.16,522.02,2387.97,8144.26,8.4074,0.03,391,2388,100,39.06,23.3477,518.67,642.144,1585.308,1395.18,14.62,21.606,554.566,2387.99,9058.972,1.3,47.216,522.52,2387.97,8141.962,8.39538,0.03,391.4,2388,100,39.048,23.45434,0,0.326695577,6.599778027,4.909954175,0,0.005477226,0.644305828,0.023452079,2.80148532,0,0.083246622,0.310241841,0.007071068,2.928322045,0.021255399,0,0.547722558,0,0,0.083486526,0.084753484
13,-0.0027,0,100,518.67,641.46,1584.87,1402.07,14.62,21.61,554.73,2387.99,9054.42,1.3,47.15,522.12,2388,8144.55,8.406,0.03,393,2388,100,39.02,23.5109,518.67,642.07,1586.344,1396.212,14.62,21.606,554.72,2387.992,9058.958,1.3,47.214,522.456,2387.974,8141.9,8.39262,0.03,391.6,2388,100,39.038,23.4764,0,0.438406204,5.862843167,5.822041738,0,0.005477226,0.548087584,0.022803509,2.829517627,0,0.085029407,0.359902765,0.015165751,2.853962158,0.01792713,0,0.894427191,0,0,0.083186537,0.081563534
14,0.0023,-0.0002,100,518.67,641.72,1583.39,1401.14,14.62,21.6,554.51,2387.98,9058.62,1.3,47.18,522.71,2387.94,8144.46,8.3855,0.03,392,2388,100,39.22,23.3945,518.67,642.006,1584.836,1398.7,14.62,21.604,554.68,2387.982,9058.28,1.3,47.208,522.472,2387.968,8142.214,8.39696,0.03,391.8,2388,100,39.09,23.44904,0,0.46634751,5.334231903,4.257023608,0,0.005477226,0.556237359,0.0083666,2.265270403,0,0.086429162,0.371173814,0.021679483,3.068424677,0.01014214,0,0.836660027,0,0,0.101488916,0.081488024
15,-0.0019,-0.0002,100,518.67,642.49,1579.51,1400.21,14.62,21.61,554.84,2387.99,9061.45,1.3,47.17,522.48,2387.99,8142.69,8.3746,0.03,392,2388,100,39.16,23.4308,518.67,642.12,1583.946,1398.466,14.62,21.606,554.86,2387.986,9058.722,1.3,47.17,522.428,2387.974,8143.114,8.39222,0.03,392,2388,100,39.126,23.44606,0,0.507887783,5.862049983,4.102222568,0,0.005477226,0.372021505,0.005477226,2.677511905,0,0.015811388,0.349814236,0.023021729,2.100292837,0.014118144,0,0.707106781,0,0,0.082945765,0.081912044
16,-0.0004,0.0002,100,518.67,642.28,1590.12,1394.29,14.62,21.61,554.55,2388,9059.2,1.3,47.2,522.52,2388,8144.23,8.3488,0.03,391,2388,100,39.04,23.3701,518.67,642.048,1586.246,1398.922,14.62,21.606,554.824,2387.99,9058.812,1.3,47.172,522.37,2387.98,8144.038,8.38446,0.03,391.8,2388,100,39.1,23.4108,0,0.436199496,5.494463577,3.241615338,0,0.005477226,0.395701908,0.007071068,2.686237145,0,0.019235384,0.289482297,0.025495098,0.765421453,0.024290698,0,0.836660027,0,0,0.086023253,0.063882314
17,0.0022,0,100,518.67,642.26,1586.5,1401.91,14.62,21.61,554.89,2388,9068.84,1.3,46.86,522.49,2387.98,8150.22,8.405,0.03,392,2388,100,39.08,23.3792,518.67,642.042,1584.878,1399.924,14.62,21.608,554.704,2387.992,9060.506,1.3,47.112,522.464,2387.982,8145.23,8.38398,0.03,392,2388,100,39.104,23.4171,0,0.432226792,3.909574146,3.234652995,0,0.004472136,0.169646692,0.0083666,5.306805065,0,0.142021125,0.213845739,0.024899799,2.889939446,0.023741567,0,0.707106781,0,0,0.084142736,0.057319935
18,-0.0017,0.0003,100,518.67,642.09,1576.63,1398.25,14.62,21.61,554.86,2388.01,9064.79,1.3,47.04,522.52,2387.99,8141.48,8.4257,0.03,392,2388,100,39.04,23.4545,518.67,642.168,1583.23,1399.16,14.62,21.608,554.73,2387.996,9062.58,1.3,47.09,522.544,2387.98,8144.616,8.38792,0.03,391.8,2388,100,39.108,23.40582,0,0.287871499,5.375616244,3.046735958,0,0.004472136,0.183983695,0.011401754,4.256013393,0,0.143178211,0.094498677,0.023452079,3.358650026,0.029294658,0,0.447213595,0,0,0.079498428,0.035729638
19,-0.0006,-0.0004,100,518.67,641.6,1588.2,1393.93,14.62,21.6,554.5,2387.94,9058.17,1.3,47.05,522.73,2387.99,8146.27,8.4192,0.03,392,2388,100,39.07,23.4319,518.67,642.144,1584.192,1397.718,14.62,21.608,554.728,2387.988,9062.49,1.3,47.064,522.548,2387.99,8144.978,8.39466,0.03,391.8,2388,100,39.078,23.4133,0,0.335603933,5.823166664,3.541400853,0,0.004472136,0.187002674,0.027748874,4.364074931,0,0.134275836,0.103295692,0.007071068,3.434322349,0.032319313,0,0.447213595,0,0,0.049193496,0.03666981
20,0.0012,-0.0004,100,518.67,641.87,1585.62,1395.66,14.62,21.61,554.89,2387.99,9069.05,1.3,47.08,522.08,2388,8140.29,8.4227,0.03,392,2388,100,39.11,23.4404,518.67,642.02,1585.414,1396.808,14.62,21.608,554.738,2387.988,9064.01,1.3,47.046,522.468,2387.992,8144.498,8.40428,0.03,391.8,2388,100,39.068,23.41522,0,0.286792608,5.203093311,3.318541848,0,0.004472136,0.195627196,0.027748874,5.161894032,0,0.121983605,0.237212984,0.0083666,3.961334371,0.032012763,0,0.447213595,0,0,0.029495762,0.03804086
21,-0.0002,0.0005,100,518.67,641.86,1577.56,1393.02,14.62,21.61,555.39,2388,9070.45,1.3,47.28,522.62,2388.01,8144.71,8.3859,0.03,391,2388,100,39.06,23.3625,518.67,641.936,1582.902,1396.554,14.62,21.608,554.906,2387.988,9066.26,1.3,47.062,522.488,2387.994,8144.594,8.4117,0.03,391.8,2388,100,39.072,23.4137,0,0.250858526,5.391587892,3.596419052,0,0.004472136,0.316906926,0.027748874,4.990130259,0,0.149398795,0.246718463,0.011401754,3.959031447,0.016460407,0,0.447213595,0,0,0.025884358,0.040374683
22,-0.0018,-0.0003,100,518.67,641.63,1579.66,1391.13,14.62,21.61,554.39,2388.01,9060.76,1.3,47.26,521.99,2388.01,8144.62,8.3485,0.03,391,2388,100,39.09,23.3191,518.67,641.81,1581.534,1394.398,14.62,21.608,554.806,2387.99,9064.644,1.3,47.142,522.388,2388,8143.474,8.4004,0.03,391.6,2388,100,39.074,23.40168,0,0.200624026,5.110888377,2.703159263,0,0.004472136,0.392975826,0.029154759,5.247426036,0,0.11798305,0.332219807,0.01,2.488600008,0.033146191,0,0.547722558,0,0,0.027018512,0.058217197
23,0.0028,0.0001,100,518.67,641.56,1583.55,1399.5,14.62,21.61,555.67,2388.03,9058.66,1.3,47.23,522.57,2387.94,8144.27,8.4295,0.03,391,2388,100,38.96,23.4042,518.67,641.704,1582.918,1394.648,14.62,21.608,554.968,2387.994,9063.418,1.3,47.18,522.398,2387.99,8144.032,8.40116,0.03,391.4,2388,100,39.058,23.39162,0,0.149097284,4.327888631,3.16655491,0,0.004472136,0.554544858,0.033615473,5.88246292,0,0.107004673,0.337890515,0.029154759,2.228972858,0.033906165,0,0.547722558,0,0,0.058051701,0.050663962
24,-0.0034,-0.0003,100,518.67,641.84,1583.23,1389.91,14.62,21.61,554.46,2387.95,9065.74,1.3,47.18,522.7,2387.99,8146.5,8.4082,0.03,390,2388,100,39.06,23.4602,518.67,641.752,1581.924,1393.844,14.62,21.61,554.96,2387.996,9064.932,1.3,47.206,522.392,2387.99,8144.078,8.39896,0.03,391,2388,100,39.056,23.39728,0,0.145842381,3.247311195,3.834361746,0,0,0.563205114,0.029664794,5.118659004,0,0.079874902,0.330711355,0.029154759,2.288289754,0.032781214,0,0.707106781,0,0,0.057706152,0.057419309
25,0.0005,0.0003,100,518.67,641.97,1590.33,1399.6,14.62,21.6,554.4,2388.03,9064.1,1.3,47.14,522.55,2388,8142.84,8.3728,0.03,391,2388,100,38.97,23.4629,518.67,641.772,1582.866,1394.632,14.62,21.608,554.862,2388.004,9063.942,1.3,47.218,522.486,2387.99,8144.588,8.38898,0.03,390.8,2388,100,39.028,23.40178,0,0.170792271,4.86681929,4.624345359,0,0.004472136,0.618360736,0.032863353,4.572649123,0,0.057619441,0.283249007,0.029154759,1.306548889,0.031309695,0,0.447213596,0,0,0.058906706,0.062316346
26,-0.0005,0,100,518.67,642.51,1580.48,1394.28,14.62,21.61,554.97,2388,9064.17,1.3,47.2,522.55,2388.02,8143.47,8.4109,0.03,391,2388,100,38.89,23.4197,518.67,641.902,1583.45,1394.884,14.62,21.608,554.778,2388.004,9062.686,1.3,47.202,522.472,2387.992,8144.34,8.39398,0.03,390.8,2388,100,38.994,23.41322,0,0.377186956,4.200529728,4.548244716,0,0.004472136,0.553868215,0.032863353,2.891656964,0,0.046043458,0.276622486,0.031144823,1.392461849,0.032661858,0,0.447213596,0,0,0.080808415,0.058431901
27,0.0007,-0.0003,100,518.67,641.54,1583.17,1398.41,14.62,21.61,554.95,2387.97,9059.15,1.3,47.12,522.61,2388,8141.52,8.3828,0.03,390,2388,100,39.02,23.5524,518.67,641.884,1584.152,1396.34,14.62,21.608,554.89,2387.996,9062.364,1.3,47.174,522.596,2387.99,8143.72,8.40084,0.03,390.6,2388,100,38.98,23.45988,0,0.395132889,3.668381114,4.197814908,0,0.004472136,0.510734765,0.035777088,3.229633106,0,0.044497191,0.063087241,0.03,1.851202312,0.022849792,0,0.547722558,0,0,0.064420494,0.057627832
28,-0.0039,-0.0003,100,518.67,641.92,1580.23,1394.82,14.62,21.61,554.38,2388.05,9062.43,1.3,47.06,522.5,2387.97,8142.67,8.4101,0.03,392,2388,100,38.99,23.4704,518.67,641.956,1583.488,1395.404,14.62,21.608,554.632,2388,9063.118,1.3,47.14,522.582,2387.996,8143.4,8.39696,0.03,390.8,2388,100,38.986,23.47312,0,0.351752754,4.081766774,3.822006018,0,0.004472136,0.300948501,0.041231056,2.50820055,0,0.054772256,0.076615925,0.018165902,1.870548048,0.01787129,0,0.836660027,0,0,0.063482281,0.048522644
29,-0.0025,0,100,518.67,642.57,1579.13,1397.24,14.62,21.61,555.33,2388.04,9068.52,1.3,47.26,522.7,2388.03,8140.88,8.4018,0.03,391,2388,100,38.99,23.432,518.67,642.102,1582.668,1396.87,14.62,21.608,554.806,2388.018,9063.674,1.3,47.156,522.582,2388.004,8142.276,8.39568,0.03,391,2388,100,38.972,23.46748,0,0.433555071,4.53340049,2.284294202,0,0.004472136,0.408815362,0.032710854,3.388411132,0,0.076681158,0.076615925,0.023021729,1.051108938,0.017076504,0,0.707106781,0,0,0.049193496,0.051919813
30,-0.0019,0,100,518.67,641.85,1581,1396.49,14.62,21.61,554.64,2387.97,9062.26,1.3,47.22,522.06,2387.98,8141.24,8.3842,0.03,392,2388,100,39.22,23.3783,518.67,642.078,1580.802,1396.248,14.62,21.61,554.854,2388.006,9063.306,1.3,47.172,522.484,2388,8141.956,8.39796,0.03,391.2,2388,100,39.022,23.45056,0,0.445836293,1.489385779,1.705071846,0,0,0.360458042,0.037815341,3.430237601,0,0.080746517,0.248455227,0.025495098,1.07964346,0.013681484,0,0.836660027,0,0,0.121119775,0.065733043
31,0.0014,0.0005,100,518.67,641.93,1579.16,1402.5,14.62,21.61,554.76,2387.98,9061.26,1.3,47.28,522.53,2387.98,8144.07,8.3806,0.03,392,2388,100,39,23.3137,518.67,641.962,1580.538,1397.892,14.62,21.61,554.812,2388.002,9062.724,1.3,47.188,522.48,2387.992,8142.076,8.3919,0.03,391.4,2388,100,39.044,23.42936,0,0.375193284,1.667114273,2.886601808,0,0,0.355766778,0.039623226,3.493283556,0,0.094445752,0.24728526,0.023874673,1.300703656,0.013219682,0,0.894427191,0,0,0.099146356,0.090573799
32,-0.0012,-0.0004,100,518.67,642.16,1579.16,1401.48,14.62,21.61,554.96,2388.01,9061.24,1.3,47.25,522.25,2387.97,8144.18,8.3841,0.03,390,2388,100,39.14,23.4645,518.67,642.086,1579.736,1398.506,14.62,21.61,554.814,2388.01,9063.142,1.3,47.214,522.408,2387.986,8142.608,8.39216,0.03,391.4,2388,100,39.068,23.41178,0,0.294669306,0.847425513,3.318520755,0,0,0.356763227,0.035355339,3.056439105,0,0.088769364,0.25232915,0.025099801,1.538658507,0.013007037,0,0.894427191,0,0,0.106160256,0.065888444
2,-0.0005,-0.0003,100,518.67,642.49,1584.07,1394.01,14.62,21.61,554.15,2388.02,9059.34,1.3,47.31,522.46,2388.02,8140.24,8.3995,0.03,393,2388,100,39.01,23.4805,518.67,642.405,1583.225,1393.52,14.62,21.61,554.47,2388.035,9059.01,1.3,47.25,522.355,2388.005,8139.485,8.4065,0.03,392.5,2388,100,39.015,23.4546,0,0.120208153,1.19501046,0.692964646,0,0,0.45254834,0.021213203,0.466690476,0,0.084852814,0.148492424,0.021213203,1.06773124,0.009899495,0,0.707106781,0,0,0.007071068,0.036628131
3,0.0029,-0.0002,100,518.67,642.49,1585.07,1394.99,14.62,21.61,554.23,2388,9055.34,1.3,47.1,522.68,2388.01,8140.79,8.4159,0.03,391,2388,100,39.05,23.3977,518.67,642.4333333,1583.84,1394.01,14.62,21.61,554.39,2388.023333,9057.786667,1.3,47.2,522.4633333,2388.006667,8139.92,8.409633333,0.03,392,2388,100,39.02666667,23.43563333,0,0.098149546,1.359669077,0.98,0,0,0.348711915,0.025166115,2.144419113,0,0.105356538,0.215019379,0.015275252,1.066630208,0.008857389,0,1,0,0,0.02081666,0.041833161
4,-0.0037,-0.0002,100,518.67,642.21,1572.4,1394.07,14.62,21.61,554.77,2388,9046.9,1.3,47.19,522.76,2388.01,8136.16,8.4232,0.03,391,2388,100,39.02,23.3805,518.67,642.3775,1580.98,1394.025,14.62,21.61,554.485,2388.0175,9055.065,1.3,47.1975,522.5375,2388.0075,8138.98,8.413025,0.03,391.75,2388,100,39.025,23.42185,0,0.137446959,5.826737223,0.800728835,0,0,0.342296168,0.023629078,5.718003731,0,0.08616844,0.229836899,0.012583057,2.071923422,0.009915434,0,0.957427108,0,0,0.017320508,0.043893014
5,-0.0011,0.0005,100,518.67,641.84,1584.77,1396.82,14.62,21.61,554.84,2388.03,9059.21,1.3,47.29,522.84,2388.02,8139.68,8.3922,0.03,393,2388,100,39.11,23.3663,518.67,642.27,1581.738,1394.584,14.62,21.61,554.556,2388.02,9055.894,1.3,47.216,522.598,2388.01,8139.12,8.40886,0.03,392,2388,100,39.042,23.41074,0,0.268234972,5.32315414,1.429433454,0,0,0.336273698,0.021213203,5.287521158,0,0.085322916,0.240665743,0.012247449,1.821441737,0.012667794,0,1,0,0,0.040865633,0.045410439
6,-0.0003,-0.0003,100,518.67,642.48,1582.5,1398.27,14.62,21.61,554.74,2387.99,9061.88,1.3,47.3,522.14,2387.99,8136.34,8.3867,0.03,391,2388,100,38.97,23.5206,518.67,642.302,1581.762,1395.632,14.62,21.61,554.546,2388.008,9056.534,1.3,47.238,522.576,2388.01,8138.642,8.4035,0.03,391.8,2388,100,39.032,23.42912,0,0.28472794,5.327041393,1.860999731,0,0,0.328222486,0.016431677,5.87056045,0,0.09093954,0.281921975,0.012247449,2.219486427,0.015554581,0,1.095445115,0,0,0.052153619,0.067649775
7,-0.0031,0.0005,100,518.67,642.3,1584.57,1405.87,14.62,21.61,554.9,2388.01,9054.53,1.3,47.23,522.44,2388,8132.69,8.3756,0.03,391,2388,100,39.1,23.3069,518.67,642.264,1581.862,1398.004,14.62,21.61,554.696,2388.006,9055.572,1.3,47.222,522.572,2388.006,8137.132,8.39872,0.03,391.4,2388,100,39.05,23.3944,0,0.265386511,5.385570536,4.687939846,0,0,0.267824569,0.015165751,5.687026464,0,0.081670068,0.284112654,0.011401754,3.208452898,0.020099428,0,0.894427191,0,0,0.057879185,0.07838431
8,0.0032,-0.0002,100,518.67,642.32,1586.33,1401.08,14.62,21.61,554.08,2388.06,9067.5,1.3,47.03,522.37,2387.98,8141.14,8.3977,0.03,391,2388,100,38.97,23.4163,518.67,642.23,1582.114,1399.222,14.62,21.61,554.666,2388.018,9058.004,1.3,47.208,522.51,2388,8137.202,8.39508,0.03,391.4,2388,100,39.034,23.39812,0,0.238746728,5.598475685,4.496306262,0,0,0.333436651,0.027748874,7.778485071,0,0.109178753,0.288444102,0.015811388,3.310410851,0.017717139,0,0.894427191,0,0,0.068044103,0.079018871
9,0.0037,-0.0001,100,518.67,641.84,1585.09,1402.92,14.62,21.61,554.09,2387.97,9055.05,1.3,47.21,521.9,2387.98,8133.34,8.3894,0.03,391,2388,100,38.9,23.4756,518.67,642.156,1584.652,1400.992,14.62,21.61,554.53,2388.012,9059.634,1.3,47.212,522.338,2387.994,8136.638,8.38832,0.03,391.4,2388,100,39.01,23.41714,0,0.296782749,1.383770212,3.617135607,0,0,0.41024383,0.034928498,5.34233376,0,0.108719823,0.351596359,0.016733201,3.744131408,0.008194937,0,0.894427191,0,0,0.091378334,0.084940879
10,-0.0027,-0.0001,100,518.67,642.64,1595.07,1399.16,14.62,21.61,554.44,2388.01,9053.89,1.3,47.02,522.29,2388.02,8137.21,8.3873,0.03,389,2388,100,39.12,23.469,518.67,642.316,1586.712,1401.46,14.62,21.61,554.45,2388.008,9058.57,1.3,47.158,522.228,2387.994,8136.144,8.38734,0.03,390.6,2388,100,39.012,23.43768,0,0.299466192,4.872424448,3.049188417,0,0,0.37188708,0.033466401,5.943807702,0,0.125976188,0.214639232,0.016733201,3.388484912,0.007902721,0,0.894427191,0,0,0.094180677,0.081937641
11,0.0013,0.0002,100,518.67,642.17,1579.12,1399.42,14.62,21.61,554.43,2387.98,9055.09,1.3,47.15,522.24,2388.01,8139.73,8.3832,0.03,392,2388,100,39.12,23.4295,518.67,642.254,1586.036,1401.69,14.62,21.61,554.388,2388.006,9057.212,1.3,47.128,522.248,2387.998,8136.822,8.38664,0.03,390.8,2388,100,39.042,23.41946,0,0.288929057,5.757054803,2.779892084,0,0,0.33551453,0.035071356,5.771673934,0,0.09859006,0.208973683,0.017888544,3.756656758,0.008125454,0,1.095445115,0,0,0.101094016,0.067798326
