machine_name,operational_setting_1,operational_setting_2,sensor_measurement_01,sensor_measurement_02,sensor_measurement_03,sensor_measurement_04,sensor_measurement_05,sensor_measurement_06,sensor_measurement_07,sensor_measurement_08,sensor_measurement_09,sensor_measurement_10,sensor_measurement_11,sensor_measurement_13,sensor_measurement_14,sensor_measurement_15,sensor_measurement_17,sensor_measurement_18,sensor_measurement_19,sensor_measurement_20,sensor_measurement_21,operational_setting_3,sensor_measurement_16,status,cycle,label
392,-0.0024,-0.0002,518.67,643.31,1607.42,1426.8,14.62,21.61,551.81,2388.17,9200.75,1.3,48.43,2388.17,8258.74,8.529,398,2388,100,38.53,23.0935,100,0.03,TRUE,189,1
393,0.0003,0.0001,518.67,643.64,1600.63,1433.24,14.62,21.61,570,2388.54,9127.28,1.32,47.95,2388.6,8190.59,8.2246,397,2388,100,39.79,23.8615,100,0.03,FALSE,231,0
394,0.0021,0.0002,518.67,643.42,1603.37,1424.64,14.62,21.57,568.89,2388.47,9134.16,1.32,48.27,2388.53,8195.35,8.2479,396,2388,100,39.71,23.7398,100,0.03,FALSE,459,0
395,-0.001,0.0001,518.67,643.69,1603.64,1438.32,14.62,21.61,551.6,2388.21,9096.04,1.3,48.14,2388.24,8163.51,8.5247,397,2388,100,38.28,23.1398,100,0.03,FALSE,231,0
396,-0.0007,0.0005,518.67,643.44,1604.03,1429.99,14.62,21.61,550.4,2388.36,9050.12,1.3,48.29,2388.3,8122.56,8.5261,398,2388,100,38.23,23.0991,100,0.03,FALSE,324,0
397,0.0016,-0.0005,518.67,643.03,1598.68,1427.83,14.62,21.57,569.12,2388.59,9127.07,1.32,48.11,2388.47,8193.32,8.2487,396,2388,100,39.5,23.7556,100,0.03,FALSE,324,0
398,-0.0003,0.0004,518.67,642.74,1605.53,1428.98,14.62,21.61,569.06,2388.56,9122.33,1.32,48.07,2388.52,8194.39,8.2124,396,2388,100,39.67,23.785,100,0.03,FALSE,201,0
399,-0.003,0.0003,518.67,642.96,1605.88,1419.64,14.62,21.61,569.1,2388.52,9127.06,1.32,48.17,2388.61,8194.87,8.2659,397,2388,100,39.65,23.7575,100,0.03,FALSE,288,0
400,0.0008,-0.0005,518.67,643.91,1604.54,1435.27,14.62,21.61,550.92,2388.36,9041.33,1.3,48.26,2388.33,8122.26,8.514,395,2388,100,38.25,23.0186,100,0.03,TRUE,188,1
401,0.0023,0.0001,518.67,643.56,1603.42,1423.75,14.62,21.59,568.6,2388.51,9121.53,1.32,48.26,2388.54,8196.07,8.2495,397,2388,100,39.62,23.8438,100,0.03,FALSE,295,0
402,-0.0015,-0.0001,518.67,643.84,1609.87,1423.91,14.62,21.58,569.33,2388.51,9124.17,1.32,48.17,2388.51,8188.3,8.2033,397,2388,100,39.67,23.9505,100,0.03,TRUE,193,1
403,0.0037,0.0002,518.67,643.42,1601.2,1421.74,14.62,21.61,568.71,2388.53,9126.73,1.32,48.14,2388.57,8188.85,8.2311,396,2388,100,39.76,23.8679,100,0.03,FALSE,321,0
404,-0.0026,-0.0002,518.67,644.17,1597.74,1427.31,14.62,21.61,550.38,2388.35,9044.88,1.3,48.18,2388.34,8116.38,8.5156,396,2388,100,38.54,23.0523,100,0.03,TRUE,180,1
405,0.004,0,518.67,643.7,1609.01,1436.23,14.62,21.59,569.41,2388.55,9121.59,1.32,48.2,2388.53,8193.7,8.2304,397,2388,100,39.51,23.837,100,0.03,FALSE,205,0
406,-0.0007,-0.0005,518.67,643.36,1600.15,1427.08,14.62,21.6,569.16,2388.52,9128.98,1.32,48.34,2388.53,8196.55,8.2342,396,2388,100,39.46,23.9075,100,0.03,FALSE,204,0
407,0.0022,0.0003,518.67,645.11,1608.53,1431.39,14.62,21.61,552.31,2388.17,9149.03,1.3,48.1,2388.24,8210.38,8.5236,397,2388,100,38.3,23.1694,100,0.03,FALSE,269,0
408,-0.0007,-0.0003,518.67,643.62,1604.09,1432.89,14.62,21.61,551.68,2388.2,9182.24,1.3,48.07,2388.16,8240.38,8.5067,398,2388,100,38.34,23.0104,100,0.03,TRUE,174,1
409,-0.0011,-0.0004,518.67,643.28,1606.39,1427.68,14.62,21.6,568.53,2388.52,9128.87,1.32,48.2,2388.55,8190.94,8.2343,397,2388,100,39.53,23.7757,100,0.03,FALSE,256,0
410,-0.0024,0,518.67,643.94,1604,1439.12,14.62,21.61,551.67,2388.33,9040.55,1.3,48.21,2388.33,8120.68,8.5676,397,2388,100,38.3,23.1358,100,0.03,TRUE,161,1
411,0.002,0,518.67,642.91,1600.56,1435.1,14.62,21.61,551.7,2388.14,9170.81,1.3,48.12,2388.18,8227.91,8.5315,398,2388,100,38.41,23.0794,100,0.03,TRUE,190,1
412,0.0002,-0.0003,518.67,644.32,1601.64,1432.87,14.62,21.61,551.68,2388.22,9116.47,1.3,48.01,2388.18,8183.92,8.5364,397,2388,100,38.47,23.1174,100,0.03,FALSE,222,0
413,0.0007,-0.0003,518.67,643.62,1598.74,1435.04,14.62,21.61,551.08,2388.3,9027.67,1.3,48.27,2388.38,8105.02,8.5464,395,2388,100,38.43,23.1664,100,0.03,TRUE,164,1
414,-0.0017,0.0004,518.67,643.6,1606.93,1430.02,14.62,21.61,551.88,2388.2,9157.3,1.3,48.19,2388.19,8216.48,8.5388,396,2388,100,38.53,23.1733,100,0.03,TRUE,194,1
415,-0.0016,0.0001,518.67,643.67,1607,1424.15,14.62,21.57,569.73,2388.56,9118.72,1.32,48.2,2388.6,8192.24,8.211,397,2388,100,39.56,23.8216,100,0.03,FALSE,525,0
416,0.0035,0.0004,518.67,644.22,1600.34,1430.39,14.62,21.61,551.56,2388.31,9039.04,1.3,48.28,2388.31,8113.4,8.5392,397,2388,100,38.34,23.0619,100,0.03,TRUE,195,1
417,0.0023,-0.0002,518.67,643.4,1605.06,1422.42,14.62,21.61,569.69,2388.56,9115.2,1.32,48.23,2388.57,8190.03,8.2591,397,2388,100,39.82,23.6869,100,0.03,FALSE,215,0
418,0.001,0.0001,518.67,643.7,1595.19,1427.96,14.62,21.61,551.73,2388.35,9043.16,1.3,48.32,2388.32,8122.2,8.5372,395,2388,100,38.44,23.1133,100,0.03,TRUE,178,1
419,0,0.0002,518.67,643.59,1612.73,1423.7,14.62,21.61,569.45,2388.55,9125.62,1.32,48.11,2388.58,8189.16,8.2563,397,2388,100,39.5,23.8592,100,0.03,FALSE,299,0
420,-0.0008,0.0001,518.67,643.55,1600.39,1424.4,14.62,21.59,569.44,2388.48,9126.59,1.32,48.07,2388.52,8193.06,8.2675,396,2388,100,39.7,23.8002,100,0.03,TRUE,190,1
421,0.0038,0.0001,518.67,643.99,1602.38,1424.45,14.62,21.61,552.09,2388.19,9152.94,1.3,48.05,2388.15,8209.56,8.5145,399,2388,100,38.38,23.0859,100,0.03,TRUE,199,1
422,-0.0023,-0.0001,518.67,643.54,1609.85,1419.32,14.62,21.59,569.37,2388.5,9125.35,1.32,48.22,2388.56,8192.7,8.216,395,2388,100,39.71,23.8344,100,0.03,FALSE,246,0
423,0.0029,0.0004,518.67,643.31,1597.99,1434.44,14.62,21.61,550.79,2388.29,9062.43,1.3,48.04,2388.3,8139.6,8.5284,397,2388,100,38.41,23.0872,100,0.03,FALSE,231,0
424,-0.0009,0.0005,518.67,644.4,1603.8,1433.73,14.62,21.61,551.18,2388.2,9211.16,1.3,48.12,2388.18,8272.42,8.5062,398,2388,100,38.5,23.0764,100,0.03,TRUE,195,1
425,0.0023,-0.0001,518.67,644.1,1605.62,1441.16,14.62,21.61,550.95,2388.33,9044.35,1.3,48.14,2388.27,8116.53,8.5509,395,2388,100,38.29,23.0747,100,0.03,FALSE,234,0
426,-0.0036,-0.0004,518.67,643.21,1604.78,1431.15,14.62,21.61,551.77,2388.17,9088.07,1.3,48.16,2388.22,8160.71,8.4809,396,2388,100,38.43,23.1088,100,0.03,TRUE,165,1
427,-0.0017,0,518.67,643.46,1605.73,1426.53,14.62,21.61,550.85,2388.26,9058.36,1.3,48.25,2388.26,8126.18,8.5198,396,2388,100,38.31,23.0153,100,0.03,FALSE,263,0
428,-0.0016,0.0004,518.67,643.52,1604.93,1430.89,14.62,21.61,552.12,2388.52,9234.35,1.3,47.98,2388.56,8290.55,8.5486,398,2388,100,38.4,23.1176,100,0.03,FALSE,201,0
429,0.0002,-0.0001,518.67,644.27,1604.95,1428.49,14.62,21.61,551.27,2388.28,9048.09,1.3,48.28,2388.29,8126.31,8.5588,396,2388,100,38.42,23.0378,100,0.03,TRUE,170,1
430,-0.0008,-0.0003,518.67,644.04,1602.65,1431.45,14.62,21.61,550.62,2388.27,9066.19,1.3,48.23,2388.24,8146.31,8.5515,396,2388,100,38.39,23.0936,100,0.03,TRUE,172,1
431,0.0011,0,518.67,643.54,1599.77,1427.3,14.62,21.56,568.04,2388.56,9115.53,1.31,48.09,2388.5,8194.48,8.2421,396,2388,100,39.53,23.734,100,0.03,FALSE,409,0
432,0.0008,0,518.67,643.17,1597.39,1431.27,14.62,21.58,568.58,2388.5,9119.07,1.32,48.13,2388.52,8190.87,8.2342,395,2388,100,39.65,23.8409,100,0.03,FALSE,232,0
433,0.0004,-0.0001,518.67,643.45,1598.98,1428.99,14.62,21.59,568.73,2388.52,9125.58,1.32,48.17,2388.53,8195,8.2447,397,2388,100,39.67,23.7488,100,0.03,FALSE,215,0
434,0.0009,-0.0003,518.67,643.57,1601.18,1428.73,14.62,21.61,551.53,2388.18,9138.58,1.3,48.25,2388.19,8195.19,8.5465,396,2388,100,38.39,22.9537,100,0.03,TRUE,193,1
435,-0.004,0.0002,518.67,643.31,1606.12,1431.06,14.62,21.58,569.67,2388.47,9122.58,1.32,48.25,2388.52,8191.54,8.2709,397,2388,100,39.64,23.8028,100,0.03,FALSE,259,0
436,0.0041,0.0003,518.67,643.63,1611.19,1430.18,14.62,21.61,551.08,2388.36,9018.74,1.3,48.29,2388.37,8100.35,8.5111,395,2388,100,38.47,23.0321,100,0.03,TRUE,153,1
437,-0.0015,-0.0003,518.67,643.3,1600.77,1424.58,14.62,21.6,569,2388.49,9124.79,1.32,48.17,2388.53,8198.34,8.2297,398,2388,100,39.47,23.7945,100,0.03,FALSE,255,0
438,-0.0002,-0.0002,518.67,643.63,1604.17,1436.1,14.62,21.61,551.82,2388.29,9078.6,1.3,48.3,2388.21,8155.17,8.5663,396,2388,100,38.38,23.0191,100,0.03,FALSE,221,0
439,0.0011,0.0003,518.67,643.9,1604.22,1426.1,14.62,21.61,551.26,2388.3,9042.44,1.3,48.15,2388.31,8124.7,8.5347,396,2388,100,38.36,22.9815,100,0.03,TRUE,166,1
440,-0.0028,0.0002,518.67,644.07,1605.19,1424.72,14.62,21.61,551.15,2388.33,9040.97,1.3,48.11,2388.31,8116.41,8.5295,398,2388,100,38.35,23.1555,100,0.03,TRUE,147,1
441,-0.0016,-0.0005,518.67,643.03,1608.36,1423.58,14.62,21.58,567.95,2388.55,9134.48,1.31,48.23,2388.55,8196.1,8.251,395,2388,100,39.35,23.741,100,0.03,FALSE,347,0
442,-0.0008,-0.0004,518.67,643.4,1598.67,1432.22,14.62,21.59,569.7,2388.54,9127.98,1.32,48.09,2388.52,8193.7,8.2397,397,2388,100,39.57,23.7437,100,0.03,FALSE,285,0
443,0.0003,0.0002,518.67,643.24,1603.11,1433.78,14.62,21.61,550.46,2388.25,9108.75,1.3,48.14,2388.24,8169.79,8.52,398,2388,100,38.46,23.0914,100,0.03,TRUE,181,1
444,0.0006,0.0001,518.67,643.63,1602.39,1430.34,14.62,21.58,568.48,2388.54,9123.74,1.32,48.24,2388.56,8192.64,8.2372,395,2388,100,39.68,23.6748,100,0.03,FALSE,226,0
445,-0.0052,-0.0003,518.67,643.93,1601.35,1431.62,14.62,21.61,569.74,2388.56,9126.41,1.32,48.07,2388.59,8186.89,8.2485,396,2388,100,39.76,23.7563,100,0.03,FALSE,266,0
446,-0.0002,-0.0005,518.67,643.87,1600.62,1426.71,14.62,21.61,551.54,2388.2,9146.8,1.3,48.13,2388.2,8212.19,8.5358,396,2388,100,38.27,23.0563,100,0.03,FALSE,341,0
447,-0.0005,0.0004,518.67,643.55,1612.3,1434.13,14.62,21.61,551.37,2388.15,9135.05,1.3,48.1,2388.18,8208.27,8.5301,396,2388,100,38.51,23.0847,100,0.03,TRUE,172,1
448,0.0006,0.0003,518.67,643.49,1601.79,1423.59,14.62,21.57,567.84,2388.52,9130.78,1.32,48.14,2388.45,8192.66,8.2271,397,2388,100,39.57,23.8134,100,0.03,FALSE,322,0
449,0.0002,0.0003,518.67,643.82,1601.98,1417.81,14.62,21.59,568.86,2388.54,9126.92,1.32,48.12,2388.53,8195.39,8.2715,397,2388,100,39.57,23.6539,100,0.03,FALSE,207,0
450,-0.0001,0.0001,518.67,643.62,1600.28,1424.45,14.62,21.61,550.67,2388.23,9079.42,1.3,48.14,2388.27,8146.87,8.5282,395,2388,100,38.48,23.0497,100,0.03,TRUE,181,1
451,0.0077,-0.0003,518.67,643.91,1610.83,1428.1,14.62,21.61,551.23,2388.27,9058.61,1.3,48.19,2388.29,8130.41,8.5079,396,2388,100,38.61,23.0567,100,0.03,TRUE,156,1
452,-0.0009,0.0004,518.67,643.84,1608.21,1428.86,14.62,21.61,551.21,2388.32,9036.82,1.3,48.16,2388.37,8120.71,8.5358,396,2388,100,38.32,23.0047,100,0.03,TRUE,158,1
453,0.0013,-0.0002,518.67,643.84,1599.94,1433.34,14.62,21.61,551.31,2388.26,9044.28,1.3,48.23,2388.3,8115.32,8.5291,396,2388,100,38.38,22.9597,100,0.03,TRUE,171,1
454,-0.0029,0,518.67,643.48,1603.89,1422.35,14.62,21.61,568.64,2388.58,9117.9,1.32,48.13,2388.55,8194.24,8.2399,396,2388,100,39.62,23.7971,100,0.03,FALSE,392,0
455,0.0007,-0.0004,518.67,643.79,1601.39,1429.75,14.62,21.61,551.39,2388.15,9131.45,1.3,48.29,2388.15,8199.01,8.5037,397,2388,100,38.32,23.1232,100,0.03,TRUE,166,1
456,-0.0034,-0.0001,518.67,642.87,1604.35,1427.42,14.62,21.58,568.35,2388.51,9118.59,1.31,48.27,2388.49,8191.36,8.2401,397,2388,100,39.79,23.7092,100,0.03,FALSE,491,0
457,0.0001,0.0001,518.67,643.51,1612.52,1422.49,14.62,21.6,569.25,2388.52,9127.46,1.32,48.01,2388.53,8190.97,8.2411,395,2388,100,39.55,23.8974,100,0.03,FALSE,275,0
458,0.0023,0.0001,518.67,643.31,1602.3,1425.69,14.62,21.58,568.32,2388.52,9126.21,1.32,48.09,2388.51,8191.37,8.2294,397,2388,100,39.58,23.7692,100,0.03,FALSE,307,0
459,-0.0013,0.0002,518.67,644.15,1603.96,1417.99,14.62,21.61,550.86,2388.29,9070.84,1.3,48.25,2388.26,8138.32,8.5138,396,2388,100,38.37,23.1498,100,0.03,TRUE,145,1
460,0,0.0003,518.67,643.64,1599.04,1436.06,14.62,21.61,550.96,2388.26,9066.52,1.3,48.12,2388.24,8136.98,8.515,396,2388,100,38.56,23.0847,100,0.03,TRUE,152,1
461,42.0058,0.84,445,549.71,1368.61,1147,3.91,5.7,143.06,2212.51,8384.47,1.05,42.56,2388.61,8138.46,9.1322,335,2212,100,10.81,6.459,100,0.02,FALSE,321,0
462,42.0006,0.8407,445,550.21,1375.3,1150.95,3.91,5.72,138.21,2211.87,8335.37,1.02,42.73,2388.03,8090.7,9.4679,335,2212,100,10.45,6.2911,100,0.02,FALSE,299,0
463,42.0028,0.841,445,549.78,1365.95,1143.62,3.91,5.7,143.51,2212.44,8386.01,1.05,42.7,2388.6,8140.69,9.0744,334,2212,100,10.83,6.4499,100,0.02,FALSE,307,0
464,42.0072,0.84,445,550.58,1371.44,1153.02,3.91,5.72,138.79,2213.28,8417.49,1.03,42.79,2389.42,8160.97,9.4162,334,2212,100,10.43,6.2721,100,0.02,FALSE,274,0
465,42.0047,0.84,445,551,1356.73,1149.1,3.91,5.72,138.22,2213.03,8404.03,1.03,42.61,2389.23,8151.6,9.3908,333,2212,100,10.33,6.2168,100,0.02,TRUE,193,1
466,42.0012,0.8406,445,549.56,1374.09,1146.21,3.91,5.69,142.77,2212.51,8391.02,1.05,42.53,2388.68,8145.61,9.0467,335,2212,100,10.74,6.5458,100,0.02,FALSE,331,0
467,42.0024,0.84,445,550.55,1361.79,1138.32,3.91,5.72,137.55,2211.86,8331.71,1.02,42.76,2387.92,8090.73,9.4249,333,2212,100,10.63,6.319,100,0.02,FALSE,221,0
468,10.0029,0.25,489.05,605.84,1516.41,1330.4,10.52,15.5,392.49,2319.18,8819.95,1.26,46.03,2388.41,8165.22,8.7536,373,2319,100,28.29,17.0586,100,0.03,FALSE,230,0
469,42.0066,0.8402,445,550.04,1372.63,1146.5,3.91,5.7,142.93,2212.46,8380.85,1.05,42.59,2388.56,8141.82,9.0783,336,2212,100,10.76,6.6117,100,0.02,FALSE,334,0
470,42.0067,0.8401,445,549.61,1366.33,1154.83,3.91,5.69,142.5,2212.52,8381.34,1.05,42.77,2388.62,8142.05,9.0939,335,2212,100,10.93,6.4515,100,0.02,FALSE,354,0
471,42.0066,0.8416,445,550.56,1363.11,1138.83,3.91,5.72,138.74,2211.81,8323.1,1.02,42.58,2387.82,8075.07,9.471,334,2212,100,10.54,6.33,100,0.02,FALSE,301,0
472,0.0006,0,518.67,643.22,1613,1425.55,14.62,21.59,570.81,2388.6,9128.98,1.32,48.23,2388.58,8199.23,8.2529,397,2388,100,39.78,23.8601,100,0.03,FALSE,272,0
473,10.0045,0.25,489.05,605.53,1518.01,1333.66,10.52,15.5,392.84,2319.23,8751.77,1.26,46.19,2388.44,8102.98,8.7665,373,2319,100,28.27,16.946,100,0.03,FALSE,256,0
474,42.0038,0.8409,445,550.08,1364.95,1142.67,3.91,5.71,142.63,2212.49,8386.77,1.05,42.77,2388.62,8143.59,9.0474,334,2212,100,10.76,6.3929,100,0.02,FALSE,253,0
475,35.003,0.84,449.44,556.24,1380.31,1148.06,5.48,8,201.06,2223.78,8418.38,1.06,42.51,2388.87,8127.14,9.0189,338,2223,100,15.31,9.0864,100,0.02,FALSE,224,0
476,42.0052,0.84,445,551.4,1363.49,1151.83,3.91,5.72,138.48,2212.76,8384.79,1.03,42.64,2388.87,8135.62,9.4114,332,2212,100,10.48,6.3492,100,0.02,TRUE,184,1
477,35.0048,0.8404,449.44,557.29,1379.92,1147.97,5.48,8,193.13,2222.4,8325.66,1.02,42.52,2387.54,8039.1,9.4104,336,2223,100,14.85,8.7834,100,0.02,TRUE,151,1
478,0.0016,0,518.67,643.43,1597.7,1424.07,14.62,21.57,568.92,2388.5,9125.32,1.32,48.34,2388.51,8193.96,8.2085,398,2388,100,39.64,23.7718,100,0.03,FALSE,343,0
479,42.0021,0.84,445,550.47,1367,1144.66,3.91,5.71,137.21,2211.46,8319.51,1.02,42.7,2387.58,8066.69,9.458,333,2212,100,10.55,6.3199,100,0.02,FALSE,210,0
480,41.9997,0.8404,445,550.58,1369.26,1147.62,3.91,5.72,137.6,2212.68,8379.1,1.02,42.72,2388.84,8132.58,9.4513,333,2212,100,10.36,6.3649,100,0.02,FALSE,245,0
481,42.0001,0.84,445,549.78,1365.83,1141.93,3.91,5.71,142.87,2212.44,8377.62,1.05,42.65,2388.61,8148.44,9.0866,335,2212,100,10.81,6.5027,100,0.02,FALSE,227,0
482,42.0047,0.8413,445,550.41,1371.12,1145.63,3.91,5.72,138.33,2213.65,8439.67,1.03,42.71,2389.92,8194.02,9.3837,335,2212,100,10.48,6.2491,100,0.02,FALSE,211,0
483,19.9993,0.7002,491.19,608.62,1497,1268.31,9.35,13.66,333.99,2324.16,8717.91,1.08,45.18,2388.28,8051.18,9.3139,367,2324,100,24.08,14.5467,100,0.03,FALSE,280,0
484,25.0033,0.62,462.54,537.45,1270.08,1071.42,7.05,9.03,174.91,1914.97,8000.12,0.94,37.43,2027.93,7870.62,10.9942,309,1915,84.93,14.29,8.5349,60,0.02,TRUE,186,1
485,25.0064,0.62,462.54,537.34,1275.31,1070.81,7.05,9.03,174.99,1915.25,8017.17,0.93,37.1,2028.18,7873.99,10.9951,310,1915,84.93,14.29,8.3703,60,0.02,TRUE,150,1
486,42.0012,0.84,445,551.13,1359.14,1145.46,3.91,5.72,137.91,2211.79,8332.16,1.02,42.55,2387.85,8083.82,9.4319,333,2212,100,10.52,6.3468,100,0.02,FALSE,297,0
487,10.006,0.2501,489.05,606.02,1511.79,1338.76,10.52,15.5,393.45,2319.13,8780.22,1.26,46.12,2388.39,8127.78,8.7363,371,2319,100,28.22,16.8623,100,0.03,TRUE,163,1
488,42.0058,0.84,445,550.81,1359.69,1142.93,3.91,5.72,138.44,2211.29,8305.58,1.02,42.64,2387.3,8061.98,9.5183,332,2212,100,10.5,6.2631,100,0.02,FALSE,202,0
489,0.0029,0,518.67,644.04,1594.44,1427.75,14.62,21.61,550.79,2388.35,9039.79,1.3,48.31,2388.29,8108.05,8.5237,396,2388,100,38.35,23.0242,100,0.03,FALSE,247,0
490,41.9985,0.8405,445,550.61,1371.11,1147.59,3.91,5.72,139.22,2213.86,8447.16,1.03,42.56,2390.06,8196.51,9.3713,333,2212,100,10.53,6.3525,100,0.02,FALSE,297,0
491,9.9987,0.2516,489.05,605.89,1510.51,1330.98,10.52,15.5,392.93,2319.21,8804.52,1.26,46.01,2388.37,8147.25,8.7581,372,2319,100,28.23,16.9304,100,0.03,FALSE,263,0
492,10.0001,0.2508,489.05,605.69,1517.13,1329.13,10.52,15.5,393.01,2319.23,8860.67,1.26,46.2,2388.43,8200.47,8.751,372,2319,100,28.3,17.0869,100,0.03,FALSE,219,0
493,42.002,0.84,445,550.79,1366.2,1146.77,3.91,5.72,138.09,2212.67,8379.77,1.03,42.65,2388.84,8126.96,9.4455,333,2212,100,10.61,6.3201,100,0.02,FALSE,201,0
494,42.0067,0.8412,445,550.6,1371.34,1143.1,3.91,5.72,137.84,2212.95,8393.29,1.03,42.67,2389.07,8145.95,9.4265,334,2212,100,10.56,6.284,100,0.02,FALSE,276,0
495,42.006,0.84,445,550.05,1368.65,1142.01,3.91,5.71,143.28,2212.39,8388.06,1.05,42.7,2388.52,8141.78,9.0888,333,2212,100,10.93,6.5617,100,0.02,FALSE,221,0
496,9.9984,0.25,489.05,605.43,1512.82,1333.67,10.52,15.5,392.85,2319.19,8780.41,1.26,46.19,2388.39,8120.22,8.7173,373,2319,100,28.24,16.8375,100,0.03,TRUE,143,1
497,41.9981,0.842,445,549.3,1361.15,1144.73,3.91,5.69,142.98,2212.55,8386.95,1.05,42.75,2388.63,8140.38,9.119,334,2212,100,10.71,6.4431,100,0.02,FALSE,388,0
498,20.0031,0.7003,491.19,608.49,1495.57,1271.64,9.35,13.66,333.26,2324.07,8704.67,1.07,45.35,2388.21,8047.17,9.3302,367,2324,100,24.19,14.4637,100,0.03,TRUE,177,1
499,42.0028,0.842,445,550.22,1370.8,1143.66,3.91,5.7,143.09,2212.43,8385.35,1.05,42.72,2388.53,8146.61,9.084,334,2212,100,10.68,6.5674,100,0.02,FALSE,202,0
500,42.0074,0.8416,445,550.23,1369.96,1142.28,3.91,5.72,138.25,2211.95,8338.1,1.02,42.83,2388.14,8093.09,9.4767,334,2212,100,10.61,6.195,100,0.02,FALSE,206,0
501,42.0027,0.84,445,550.25,1368.51,1151.63,3.91,5.72,138.24,2212.61,8375.73,1.02,42.75,2388.74,8130.48,9.4458,334,2212,100,10.51,6.2004,100,0.02,FALSE,279,0
502,0.0013,0,518.67,643.52,1605.77,1419.84,14.62,21.61,568.56,2388.56,9118.96,1.32,48.15,2388.57,8195.72,8.2353,396,2388,100,39.67,23.867,100,0.03,FALSE,280,0
503,0.0004,0.0011,518.67,643.65,1608.42,1428.83,14.62,21.61,569.14,2388.6,9119.23,1.32,48.33,2388.56,8188.89,8.2492,397,2388,100,39.61,23.8669,100,0.03,FALSE,223,0
504,20.0057,0.7,491.19,608.43,1504.91,1269.13,9.35,13.66,333.51,2324.93,8864.78,1.07,44.94,2389.09,8179.55,9.336,370,2324,100,24.37,14.6001,100,0.03,FALSE,203,0
505,42.0043,0.84,445,550.39,1372.78,1148.41,3.91,5.72,138.58,2212.92,8392.24,1.03,42.73,2389,8149.08,9.4525,334,2212,100,10.5,6.295,100,0.02,TRUE,177,1
506,42.0071,0.8406,445,549.68,1369.86,1140.55,3.91,5.69,142.59,2212.54,8380.39,1.05,42.64,2388.64,8143.19,9.0518,335,2212,100,10.91,6.5469,100,0.02,FALSE,321,0
507,0.0013,0,518.67,643.25,1600.72,1427.34,14.62,21.56,568.03,2388.52,9129.92,1.31,48.08,2388.52,8192.52,8.2497,396,2388,100,39.6,23.7579,100,0.03,FALSE,375,0
508,9.9987,0.25,489.05,605.71,1524.88,1324.52,10.52,15.44,405.52,2319.66,8847.25,1.27,46.15,2388.95,8198.48,8.4458,374,2319,100,29.07,17.3579,100,0.03,FALSE,322,0
509,0.0013,0,518.67,643.33,1605.33,1427.68,14.62,21.58,568.88,2388.53,9127.64,1.31,48.11,2388.58,8188.14,8.1787,396,2388,100,39.61,23.7628,100,0.03,FALSE,446,0
510,42.0032,0.84,445,549.77,1367.88,1138.83,3.91,5.71,143.97,2212.42,8393.32,1.06,42.79,2388.55,8155.56,9.0496,336,2212,100,10.83,6.4733,100,0.02,TRUE,172,1
511,42.0069,0.8402,445,549.72,1370.6,1146.33,3.91,5.7,143.23,2212.47,8385.64,1.05,42.67,2388.56,8141.64,9.1247,335,2212,100,11.01,6.4901,100,0.02,FALSE,285,0
512,41.9997,0.84,445,549.62,1366.34,1152.03,3.91,5.69,143.46,2212.56,8381.02,1.05,42.77,2388.7,8147.97,9.0601,333,2212,100,10.97,6.5088,100,0.02,FALSE,357,0
513,35.0055,0.84,449.44,555.66,1382,1144.48,5.48,7.97,200.78,2223.83,8414.34,1.05,42.63,2389.01,8126.77,9.0669,339,2223,100,15.2,9.178,100,0.02,FALSE,304,0
514,42.0058,0.8403,445,549.86,1368.67,1146.09,3.91,5.7,143.61,2212.5,8399.51,1.05,42.87,2388.57,8147.58,9.0853,333,2212,100,10.7,6.4579,100,0.02,TRUE,197,1
515,41.9992,0.84,445,550.66,1368.62,1147.44,3.91,5.72,138.91,2212.62,8371.44,1.02,42.8,2388.76,8128.08,9.39,335,2212,100,10.4,6.3803,100,0.02,FALSE,344,0
516,35.0025,0.84,449.44,557.11,1383.36,1152.9,5.48,8,194.03,2222.7,8345.91,1.02,42.52,2387.78,8053.54,9.3989,336,2223,100,14.8,8.8901,100,0.02,FALSE,347,0
517,42.0054,0.8418,445,550.33,1365.49,1147.48,3.91,5.72,138.47,2211.98,8345.34,1.02,42.73,2388.08,8097.35,9.4549,335,2212,100,10.48,6.3208,100,0.02,TRUE,193,1
518,42.0063,0.8418,445,549.96,1364.24,1146.05,3.91,5.7,142.71,2212.47,8378.49,1.05,42.62,2388.62,8141.19,9.1038,334,2212,100,10.94,6.4829,100,0.02,FALSE,281,0
519,20.0001,0.7,491.19,608.37,1496.33,1272.28,9.35,13.66,333,2324.07,8714.29,1.07,45.16,2388.23,8045.19,9.302,368,2324,100,24.22,14.4414,100,0.03,TRUE,177,1
520,42.003,0.84,445,550.83,1367.94,1147.58,3.91,5.72,138.78,2213.25,8407.17,1.03,42.65,2389.45,8163.21,9.4155,335,2212,100,10.51,6.3228,100,0.02,FALSE,218,0
521,20.0069,0.7,491.19,608.27,1497.28,1265.29,9.35,13.66,334.03,2325.05,8876.86,1.07,44.83,2389.15,8189.6,9.3042,369,2324,100,24.04,14.6424,100,0.03,FALSE,244,0
522,41.9994,0.8414,445,549.53,1363.74,1145.97,3.91,5.7,142.52,2212.48,8383.59,1.05,42.86,2388.56,8143.86,9.0827,335,2212,100,10.72,6.4524,100,0.02,FALSE,297,0
