hr,operational_setting_1,operational_setting_2,sensor_measurement_01,sensor_measurement_02,sensor_measurement_03,sensor_measurement_04,sensor_measurement_05,sensor_measurement_06,sensor_measurement_07,sensor_measurement_08,sensor_measurement_09,sensor_measurement_10,sensor_measurement_11,sensor_measurement_13,sensor_measurement_14,sensor_measurement_15,sensor_measurement_17,sensor_measurement_18,sensor_measurement_19,sensor_measurement_20,sensor_measurement_21,operational_setting_3,sensor_measurement_16,t,e
335,0.00014043,0.000593472,1,0.986450364,0.960252781,0.978511489,1,1,0.955119635,0.999345812,0.843694041,0.948717949,0.963254593,0.994183803,0.604300298,0.119614888,0.945652174,1,1,0.949358542,0.946300836,1,1,183,1
336,0.99999524,0.998575668,0,0.126831966,0.28675188,0.216898021,0,0.002510986,0.004264441,0.626754173,0.270359965,0.230769231,0.504811899,0.992640168,0.522585599,0.460076046,0.282608696,0.627906977,1,0.008440243,0.009319273,1,0,239,0
337,0.999885752,0.997626113,0,0.122776293,0.304738212,0.223119755,0,0.002510986,0.002328155,0.627724903,0.289683329,0.230769231,0.476815398,0.994183803,0.581805041,0.447552935,0.282608696,0.627906977,1,0.006752194,0.005720299,1,0,209,0
338,0.833387681,0.997744807,0.060268766,0.188496636,0.319264533,0.247353149,0.14659197,0.145637163,0.131759716,0.649524131,0.278366268,0.230769231,0.487314086,0.992529908,0.450356852,0.43161126,0.315217391,0.651162791,1,0.142133693,0.151475971,1,0,156,1
339,0.23829608,0.297329377,0.597936745,0.633698958,0.719081525,0.718558022,0.617180205,0.616446955,0.58996819,0.85346192,0.659724157,0.846153846,0.795275591,0.994624842,0.681407535,0.196602365,0.72826087,0.854122622,1,0.604659014,0.601890721,1,1,263,0
340,0.000180893,0.000593472,1,0.987556457,0.955906322,0.94999085,1,1,0.95479692,0.999240298,0.846439742,0.948717949,0.964129484,0.994101108,0.61963592,0.125335752,0.97826087,1,1,0.95104659,0.955413015,1,1,266,0
341,0.238272278,0.299109792,0.597936745,0.642824223,0.710360013,0.73204716,0.617180205,0.616446955,0.589414965,0.85360964,0.69020541,0.846153846,0.773403325,0.994459452,0.764703225,0.20054418,0.706521739,0.854122622,1,0.604996624,0.605254615,1,1,183,1
342,0.999857189,0.997626113,0,0.125725873,0.276743588,0.239040075,0,0.002510986,0.00244341,0.630784814,0.35854072,0.256410256,0.482939633,0.998539059,0.762896377,0.427878746,0.304347826,0.627906977,1,0.010803511,0.016511625,1,0,273,0
343,0.999852429,0.999406528,0,0.12397456,0.316090475,0.214309989,0,0.002510986,0.006154626,0.629750776,0.332030784,0.256410256,0.503937008,0.996885165,0.706161352,0.431367077,0.293478261,0.627906977,1,0.004388926,0.008211035,1,0,230,0
344,0.000157092,0.000593472,1,0.985712969,0.983986732,0.975269913,1,1,0.955442349,0.999282504,0.826575196,0.948717949,0.970253718,0.994128673,0.571212395,0.118324206,0.97826087,1,1,0.953409858,0.945052669,1,1,128,1
345,0.99986909,0.998931751,0,0.126831966,0.28915387,0.221315975,0,0.002510986,0.001590521,0.628421297,0.308505304,0.230769231,0.498687664,0.995286399,0.623317373,0.435797258,0.293478261,0.627906977,1,0.004051317,0.0132093,1,0,253,0
346,0.999828627,0.997626113,0,0.127661536,0.29021189,0.220087313,0,0.002510986,0.002259001,0.628104754,0.299249509,0.230769231,0.491688539,0.994983185,0.607055741,0.440855339,0.293478261,0.627906977,1,0.007427414,0.016589986,1,0,194,1
347,0.595279635,0.736498516,0.238088774,0.002673057,0.014383346,0.026350874,0.29318394,0.210295041,0.087709188,0.001646021,0.027878807,0.025641026,0.012248469,0.002480842,0.087564369,0.991872188,0.032608696,0,0,0.130317353,0.132339278,0,0,197,1
348,0.000173753,0.000593472,1,0.989768642,0.979239942,0.969022037,1,1,0.956226085,0.999134784,0.866216743,0.948717949,0.983377078,0.993990848,0.670543861,0.116231207,0.97826087,1,1,0.950033761,0.952021135,1,1,234,0
349,0.999771503,0.997626113,0,0.133191999,0.276171685,0.219303061,0,0.002510986,0.002489512,0.628969971,0.313296353,0.256410256,0.489938758,0.996168477,0.661848405,0.441797188,0.293478261,0.627906977,1,0.008440243,0.012946234,1,0,202,0
350,0.595303437,0.736498516,0.238088774,0.007097428,0.009036058,0.025592764,0.29318394,0.210295041,0.088054954,0.000211028,0.003613183,0.025641026,0.023622047,0.000358344,0,0.978756061,0.02173913,0,0,0.131330182,0.125712239,0,0,184,1
351,0.999783404,0.997626113,0,0.128306756,0.297389265,0.227511568,0,0.002510986,0.003503757,0.628991074,0.32199505,0.230769231,0.482064742,0.996223607,0.663339055,0.444483204,0.282608696,0.627906977,1,0.002700878,0.015061961,1,0,266,0
352,0.238188972,0.298991098,0.597936745,0.635911144,0.720168139,0.705278017,0.617180205,0.616446955,0.589161403,0.853504126,0.612951747,0.846153846,0.804899388,0.994542147,0.568140753,0.195067499,0.739130435,0.854122622,1,0.608710331,0.608808812,1,1,135,1
353,0.238136608,0.297329377,0.597936745,0.636832888,0.709616539,0.729459127,0.617180205,0.616446955,0.588792587,0.853440817,0.619756309,0.846153846,0.775153106,0.994349192,0.594475562,0.18624202,0.706521739,0.854122622,1,0.612086428,0.605467307,1,1,149,1
354,0.595239172,0.736854599,0.238088774,0.006360033,0.011009122,0.042245053,0.29318394,0.210295041,0.08819326,0.000400954,0.010417744,0.025641026,0.031496063,0.000633993,0.009440781,0.984476925,0.032608696,0,0,0.127278866,0.128258947,0,0,260,0
355,0.999950016,0.999881306,0,0.125357176,0.283777987,0.221969519,0,0.002510986,0.002028491,0.62702851,0.275111221,0.230769231,0.497812773,0.99332929,0.542980396,0.460669062,0.282608696,0.627906977,1,0.009453072,0.013735433,1,0,340,0
356,0.000183274,0.000949555,1,0.981933819,0.954848303,0.959088176,1,1,0.954889125,0.999324709,0.856905238,0.948717949,0.985126859,0.994211368,0.62620833,0.132521715,0.967391304,1,1,0.957123565,0.951114395,1,1,163,1
357,0.99999524,0.998931751,0,0.131071988,0.302279031,0.228923222,0,0.002510986,0.003204094,0.630088421,0.345218104,0.256410256,0.489938758,0.997546723,0.723665191,0.431471727,0.315217391,0.627906977,1,0.006752194,0.012548835,1,0,309,0
358,0.238117566,0.297329377,0.597936745,0.639966817,0.71670813,0.700154236,0.617180205,0.616446955,0.5901987,0.853398611,0.632959547,0.846153846,0.785651794,0.994679971,0.617038576,0.195520982,0.706521739,0.854122622,1,0.60938555,0.608019612,1,1,143,1
359,0.999785784,0.998219585,0,0.128859803,0.295187441,0.23791598,0,0.001883239,0.001913236,0.626458733,0.26390558,0.230769231,0.49256343,0.992667733,0.508063059,0.456797014,0.282608696,0.627906977,1,0.001012829,0.010830507,1,0,205,0
360,0.833285333,0.997626113,0.060268766,0.184533137,0.318320894,0.226282906,0.14659197,0.146264909,0.132174635,0.654926457,0.390255549,0.230769231,0.472440945,0.999972435,0.755239859,0.425960163,0.336956522,0.651162791,1,0.151249156,0.154498438,1,0,316,0
361,0.000240398,0.000474777,1,0.989215596,0.961510966,0.981282514,1,1,0.955718962,0.999176989,0.866065531,0.948717949,0.983377078,0.994045978,0.673479989,0.12299857,0.989130435,1,1,0.948008103,0.950756176,1,1,259,0
362,8.33E-05,0.001068249,1,0.983777307,0.951188127,0.943795258,1,0.998116761,0.995389793,0.999767869,0.903972113,0.974358974,0.960629921,0.994817796,0.767571596,0.027941536,0.97826087,1,1,0.994260635,0.996356248,1,1,253,0
363,0.000102348,0.000356083,1,0.991888653,0.957822196,0.954827072,1,1,0.9543359,0.999071475,0.875424788,0.948717949,0.949256343,0.993880589,0.70534827,0.112777758,0.967391304,1,1,0.948683322,0.953146164,1,1,222,0
364,0.000161852,0.001068249,1,0.986726887,0.954304996,0.959872428,1,1,0.953736573,0.999324709,0.840208196,0.948717949,0.971128609,0.994349192,0.599399223,0.123033453,0.97826087,1,1,0.950371371,0.951355073,1,1,272,0
365,9.76E-05,0,1,0.985897318,0.987332361,0.990798107,1,1,0.955949472,0.99902927,0.900701148,0.948717949,0.981627297,0.993990848,0.740830247,0.116754456,0.97826087,1,1,0.943956786,0.948590075,1,1,213,0
366,0.00013329,0,1,0.989676468,0.976523405,0.967610383,1,1,0.955119635,0.999198092,0.869455874,0.948717949,0.970253718,0.994156238,0.680120155,0.118393972,0.97826087,1,1,0.949358542,0.948539701,1,1,278,0
367,0.000104728,0.000474777,1,0.977878145,0.983986732,0.966303296,1,0.997489014,0.995712507,0.999620149,0.907481835,1,0.980752406,0.994872926,0.773285753,0.013953326,0.967391304,1,1,0.985820392,0.984031299,1,1,424,0
368,8.33E-05,0.000712166,1,0.985989492,0.963341054,0.961885342,1,1,0.954727767,0.999240298,0.867267272,0.948717949,0.97287839,0.994045978,0.672892764,0.107615028,0.989130435,1,1,0.952059419,0.950465124,1,1,267,0
369,0.000161852,0.000356083,1,0.982947737,0.965113952,0.969335738,1,0.999372254,0.996519294,0.999746766,0.901504962,1,0.971128609,0.994817796,0.774460204,0.016290508,0.989130435,1,1,0.994260635,0.987462359,1,1,406,0
370,0.000190414,0.001068249,1,0.98257904,0.984015327,0.953389277,1,0.989956058,0.9877599,0.999472429,0.90464859,0.974358974,0.979877515,0.994431887,0.760570061,0.014790526,0.956521739,1,1,0.987170831,0.979581556,1,1,481,0
371,0.000183274,0.000474777,1,0.984422527,0.987246576,0.969754006,1,0.997489014,0.993130792,0.999831177,0.911357649,1,0.971128609,0.994928056,0.770372211,0.005058081,0.967391304,1,1,0.996623903,0.996496177,1,1,197,1
372,0.00013567,0.000356083,1,0.984606876,0.982414,0.976550859,1,1,0.955742013,0.999261401,0.857502129,0.948717949,0.964129484,0.994018413,0.648816515,0.131021732,0.967391304,1,1,0.953072248,0.95260324,1,1,170,1
373,0.000173753,0.000593472,1,0.987372108,0.981727717,0.967897943,1,1,0.954635563,0.999134784,0.937891461,0.948717949,0.977252843,0.993963284,0.843165598,0.115359124,0.989130435,1,1,0.949358542,0.945108641,1,1,185,1
374,0.000145191,0.000593472,1,0.986911236,0.958165337,0.974930071,1,1,0.955718962,0.999261401,0.833244463,0.948717949,0.9720035,0.994211368,0.60285482,0.122824153,0.97826087,1,1,0.953747468,0.953717075,1,1,207,0
375,4.76E-05,0.001068249,1,0.984238179,0.985073346,0.961257941,1,1,0.954635563,0.999134784,0.865508432,0.948717949,0.975503062,0.994156238,0.675196495,0.119545122,0.945652174,1,1,0.954422687,0.949972574,1,1,202,0
376,9.76E-05,0.000949555,1,0.97797032,0.983672186,0.954983923,1,1,0.995735559,0.999894486,0.904911222,1,0.980752406,0.994790231,0.772382329,0.018488157,0.97826087,1,1,0.989196489,0.989102327,1,1,344,0
377,0.000204695,0.000356083,1,0.983777307,0.989019473,0.973309283,1,0.998116761,0.995574201,0.99985228,0.910052447,1,0.980752406,0.994872926,0.787062969,0.024627621,0.97826087,1,1,0.989196489,0.992712496,1,1,312,0
378,0.00013567,0.001068249,1,0.983592958,0.959452117,0.957022979,1,0.996861268,0.994675211,0.999725663,0.909638602,0.974358974,0.977252843,0.994735101,0.782862047,0.025848537,0.97826087,1,1,0.991559757,0.989270242,1,1,447,0
379,0.000152331,0.001068249,1,0.983408609,0.965800234,0.96005542,1,1,0.998639989,0.999873383,0.905699119,1,0.982502187,0.995038315,0.771049779,0.023546238,0.989130435,1,1,0.994598244,0.98947174,1,1,229,0
380,0.000142811,0.000949555,1,0.984514702,0.970832976,0.970485975,1,0.998116761,0.995113181,0.999894486,0.905356901,1,0.992125984,0.994817796,0.776086367,0.009453378,0.989130435,1,1,0.993923025,0.992024045,1,1,338,0
381,0.000145191,0.000712166,1,0.98700341,0.958708644,0.979975427,1,0.998116761,0.994767415,0.999831177,0.902149605,1,0.965879265,0.994845361,0.772653356,0.012767293,0.967391304,1,1,0.989534099,0.987630274,1,1,220,0
382,0.000173753,0.000237389,1,0.985344271,0.96348403,0.985256058,1,1,0.955119635,0.999134784,0.874390176,0.948717949,0.958005249,0.994101108,0.674270485,0.118393972,0.967391304,1,1,0.949358542,0.949138597,1,1,192,1
383,0.000116629,0,1,0.987464282,0.97051843,0.96800251,1,1,0.954382002,0.999324709,0.844378477,0.948717949,0.970253718,0.994238933,0.60793658,0.119370705,0.97826087,1,1,0.948683322,0.948388577,1,1,196,1
384,1.00E-04,0.000118694,1,0.98552862,0.959938235,0.977204402,1,0.996861268,0.995251487,0.999683457,0.909383929,1,0.962379703,0.994817796,0.780626073,0.018592807,0.989130435,1,1,0.993247806,0.988777692,1,1,494,0
385,0.000173753,0.000356083,1,0.986911236,0.979554488,0.974747079,1,1,0.955765064,0.998987064,0.945969391,0.948717949,0.95888014,0.993908154,0.875214563,0.119510238,0.956521739,1,1,0.943619176,0.94887553,1,1,193,1
386,0.000119009,0.001186944,1,0.990782561,0.954648137,0.968185502,1,1,0.955327094,0.999071475,0.866463458,0.948717949,0.963254593,0.993990848,0.68574397,0.123626469,0.956521739,1,1,0.952059419,0.946205684,1,1,243,0
387,0.000166612,0.000237389,1,0.985989492,0.967544537,0.967087549,1,0.997489014,0.995366742,0.999831177,0.905675243,1,0.958005249,0.994928056,0.772495257,0.013534726,0.967391304,1,1,0.995273464,0.993440127,1,1,320,0
388,3.57E-05,0.000474777,1,0.981104249,0.965857425,0.959218885,1,1,0.955788115,0.999134784,0.857295207,0.948717949,0.968503937,0.994073543,0.639940374,0.111347542,0.967391304,1,1,0.95104659,0.948360592,1,1,200,1
389,8.57E-05,0.000593472,1,0.987187759,0.975980098,0.964787076,1,1,0.955557605,0.999155887,0.865930235,0.948717949,0.960629921,0.994045978,0.667494805,0.12184742,0.989130435,1,1,0.946657664,0.949004265,1,1,223,0
390,0.000116629,0,1,0.989768642,0.972377112,0.989569446,1,1,0.958231525,0.999599046,0.987520991,0.948717949,0.962379703,0.994569712,0.965376276,0.130742666,0.989130435,1,1,0.949358542,0.947470643,1,1,218,0
391,0.000114248,0.000118694,1,0.986266015,0.963998742,0.962643453,1,1,0.954635563,0.999219195,0.859062005,0.948717949,0.978127734,0.994238933,0.658257295,0.124812502,0.967391304,1,1,0.942943957,0.949670327,1,1,183,1
392,8.09E-05,0.000356083,1,0.983408609,0.984043922,0.961597783,1,1,0.956203034,0.999008167,0.965109709,0.948717949,0.991251094,0.993880589,0.920995573,0.122196254,0.989130435,1,1,0.954085078,0.952032329,1,1,189,1
393,0.000145191,0.000712166,1,0.986450364,0.964627834,0.978433064,1,1,0.998132866,0.999788972,0.906638228,1,0.949256343,0.99506588,0.767074713,0.016011442,0.97826087,1,1,0.996623903,0.995018527,1,1,231,0
394,0.000188034,0.000830861,1,0.984422527,0.972462898,0.955951167,1,0.997489014,0.995574201,0.999641252,0.912113712,1,0.977252843,0.994872926,0.777825458,0.024139254,0.967391304,1,1,0.993923025,0.988206782,1,1,459,0
395,0.000114248,0.000712166,1,0.986911236,0.973234966,0.991713068,1,1,0.955718962,0.999092578,0.881775712,0.948717949,0.965879265,0.994073543,0.70591291,0.120696271,0.97826087,1,1,0.945644835,0.954623815,1,1,231,0
396,0.000121389,0.001186944,1,0.984606876,0.974350176,0.969936998,1,1,0.952952838,0.999409121,0.845230042,0.948717949,0.979002625,0.994238933,0.61342488,0.121184637,0.989130435,1,1,0.943956786,0.95234577,1,1,324,0
397,0.000176133,0,1,0.980827726,0.959051786,0.964290382,1,0.997489014,0.996104375,0.999894486,0.906471099,1,0.963254593,0.994707536,0.773240582,0.024418321,0.967391304,1,1,0.986833221,0.989091133,1,1,324,0
398,0.00013091,0.001068249,1,0.978154669,0.978639444,0.967296683,1,1,0.995966069,0.999831177,0.902698745,1,0.959755031,0.994845361,0.775657241,0.011755677,0.967391304,1,1,0.992572586,0.990736698,1,1,201,0
399,6.66E-05,0.000949555,1,0.980182505,0.979640273,0.942880297,1,1,0.996058273,0.999746766,0.90646314,1,0.968503937,0.995093445,0.77674135,0.030418251,0.97826087,1,1,0.991897367,0.989197479,1,1,288,0
400,0.000157092,0,1,0.988939073,0.975808527,0.983739837,1,1,0.954151491,0.999409121,0.838234475,0.948717949,0.976377953,0.994321627,0.612747312,0.116963756,0.956521739,1,1,0.944632005,0.947840056,1,1,188,1
401,0.000192794,0.000712166,1,0.985712969,0.972605873,0.953624552,1,0.998744507,0.994905721,0.999725663,0.902062061,1,0.976377953,0.994900491,0.779451622,0.024697387,0.97826087,1,1,0.990884537,0.994027829,1,1,295,0
402,0.000102348,0.000474777,1,0.988293852,0.991049727,0.95404282,1,0.998116761,0.996588447,0.999725663,0.904163118,1,0.968503937,0.994817796,0.761902611,0.008581296,0.97826087,1,1,0.992572586,1,1,1,193,1
403,0.000226117,0.000830861,1,0.984422527,0.966257756,0.948370062,1,1,0.995159283,0.999767869,0.906200508,1,0.965879265,0.994983185,0.763144819,0.018278857,0.967391304,1,1,0.995611074,0.995376745,1,1,321,0
404,7.62E-05,0.000356083,1,0.991335607,0.956363844,0.962931012,1,1,0.952906736,0.999388018,0.841059761,0.948717949,0.969378828,0.994349192,0.59946698,0.117521889,0.967391304,1,1,0.954422687,0.949726299,1,1,180,1
405,0.000233257,0.000593472,1,0.98700341,0.988590546,0.986249444,1,0.998744507,0.996772855,0.999810074,0.902109812,1,0.971128609,0.994872926,0.774098835,0.018034674,0.97826087,1,1,0.987170831,0.993647222,1,1,205,0
406,0.000121389,0,1,0.983869481,0.963255269,0.962329752,1,0.999372254,0.996196579,0.999746766,0.907991182,1,0.983377078,0.994872926,0.78053573,0.01936024,0.967391304,1,1,0.985482782,0.997593221,1,1,204,0
407,0.000190414,0.000949555,1,1,0.987217981,0.973596842,1,1,0.957355585,0.999008167,0.923948078,0.948717949,0.962379703,0.994073543,0.811771614,0.120312555,0.97826087,1,1,0.946320054,0.956280574,1,1,269,0
408,0.000121389,0.000237389,1,0.986266015,0.974521747,0.977518103,1,1,0.95590337,0.999071475,0.950378429,0.948717949,0.959755031,0.993853024,0.879528413,0.114417274,0.989130435,1,1,0.947670493,0.947381088,1,1,174,1
409,0.000111868,0.000118694,1,0.983132086,0.981098625,0.963898256,1,0.999372254,0.994744364,0.999746766,0.907903638,1,0.971128609,0.994928056,0.767865209,0.019395123,0.97826087,1,1,0.98784605,0.990216162,1,1,256,0
410,8.09E-05,0.000593472,1,0.989215596,0.97426439,0.993804407,1,1,0.955880319,0.999345812,0.837613708,0.948717949,0.9720035,0.994321627,0.609178788,0.135661213,0.97826087,1,1,0.946320054,0.954399928,1,1,161,1
411,0.000185654,0.000593472,1,0.979721633,0.964427669,0.983295428,1,1,0.955949472,0.998944858,0.941281804,0.948717949,0.964129484,0.993908154,0.85136417,0.123068336,0.989130435,1,1,0.950033761,0.951243129,1,1,190,1
412,0.000142811,0.000237389,1,0.992718223,0.967515942,0.97746582,1,1,0.95590337,0.999113681,0.898035034,0.948717949,0.954505687,0.993908154,0.752010118,0.124777619,0.97826087,1,1,0.952059419,0.953370051,1,1,222,0
413,0.000154711,0.000237389,1,0.986266015,0.959223356,0.983138577,1,1,0.954520308,0.999282504,0.827363093,0.948717949,0.977252843,0.994459452,0.573809739,0.12826595,0.956521739,1,1,0.95070898,0.95611266,1,1,164,1
414,9.76E-05,0.001068249,1,0.986081667,0.982642761,0.970015424,1,1,0.956364391,0.999071475,0.930529801,0.948717949,0.970253718,0.993935719,0.82554883,0.125614818,0.967391304,1,1,0.954085078,0.956498864,1,1,194,1
415,1.00E-04,0.000712166,1,0.986726887,0.982842927,0.954670222,1,0.997489014,0.997510488,0.999831177,0.899825708,1,0.971128609,0.99506588,0.770801337,0.011267311,0.97826087,1,1,0.988858879,0.992785259,1,1,525,0
416,0.000221356,0.001068249,1,0.991796479,0.963798576,0.970982668,1,1,0.955626758,0.999303606,0.836411966,0.948717949,0.978127734,0.994266498,0.592736471,0.125754352,0.97826087,1,1,0.947670493,0.950263626,1,1,195,1
417,0.000192794,0.000356083,1,0.984238179,0.977295473,0.950147701,1,1,0.997418284,0.999831177,0.897024297,1,0.973753281,0.994983185,0.76580992,0.028046186,0.97826087,1,1,0.997636732,0.985245883,1,1,215,0
418,0.000161852,0.000712166,1,0.98700341,0.949072088,0.964630225,1,1,0.956018625,0.999388018,0.83969089,0.948717949,0.981627297,0.994294063,0.612611799,0.125056685,0.956521739,1,1,0.95104659,0.953140567,1,1,178,1
419,0.00013805,0.000830861,1,0.985989492,0.999227932,0.953493844,1,1,0.996865059,0.999810074,0.905317108,1,0.963254593,0.99501075,0.763844972,0.027069453,0.97826087,1,1,0.986833221,0.994889792,1,1,299,0
420,0.000119009,0.000712166,1,0.985620795,0.963941552,0.955323765,1,0.998744507,0.996842008,0.999662355,0.906089088,1,0.959755031,0.994845361,0.772653356,0.030976384,0.967391304,1,1,0.993585415,0.991587467,1,1,190,1
421,0.000228497,0.000712166,1,0.989676468,0.969631981,0.955454474,1,1,0.956848462,0.999050372,0.927059872,0.948717949,0.958005249,0.993825459,0.809919595,0.117138173,1,1,1,0.949020932,0.951606945,1,1,199,1
422,8.33E-05,0.000474777,1,0.98552862,0.990992537,0.942043761,1,0.998744507,0.996680651,0.99970456,0.905102228,1,0.97287839,0.99495562,0.771840275,0.013011477,0.956521739,1,1,0.993923025,0.993501696,1,1,246,0
423,0.000207075,0.001068249,1,0.983408609,0.957078722,0.981570073,1,1,0.953851828,0.999261401,0.855027019,0.948717949,0.957130359,0.994238933,0.651910742,0.121986954,0.97826087,1,1,0.950033761,0.951679708,1,1,231,0
424,0.000116629,0.001186944,1,0.993455618,0.973692488,0.979714009,1,1,0.954750818,0.999071475,0.973394561,0.948717949,0.964129484,0.993908154,0.951892673,0.114242858,0.989130435,1,1,0.953072248,0.951075215,1,1,195,1
425,0.000192794,0.000474777,1,0.990690386,0.9788968,0.999137323,1,1,0.954220645,0.999345812,0.840637958,0.948717949,0.965879265,0.994156238,0.599805764,0.1298357,0.956521739,1,1,0.945982444,0.950980063,1,1,234,0
426,5.24E-05,0.000118694,1,0.982486865,0.97649481,0.97296944,1,1,0.956110829,0.999008167,0.875432746,0.948717949,0.967629046,0.994018413,0.699588942,0.105417379,0.967391304,1,1,0.95070898,0.952888695,1,1,165,1
427,9.76E-05,0.000593472,1,0.984791225,0.979211347,0.960891956,1,1,0.953990134,0.999198092,0.851787889,0.948717949,0.975503062,0.994128673,0.621600867,0.118986989,0.967391304,1,1,0.946657664,0.947655349,1,1,263,0
428,1.00E-04,0.001068249,1,0.985344271,0.976923737,0.972289755,1,1,0.956917616,0.999746766,0.991850443,0.948717949,0.951881015,0.99495562,0.992840365,0.129033383,0.989130435,1,1,0.949696151,0.953381245,1,1,201,0
429,0.000142811,0.000474777,1,0.992257351,0.976980927,0.966015737,1,1,0.954958278,0.999240298,0.843614456,0.948717949,0.978127734,0.994211368,0.62189448,0.132591481,0.967391304,1,1,0.950371371,0.94891471,1,1,170,1
430,0.000119009,0.000237389,1,0.99013734,0.970404049,0.973753693,1,1,0.95345996,0.999219195,0.858019435,0.948717949,0.973753281,0.994073543,0.667065679,0.130044999,0.967391304,1,1,0.949358542,0.952037926,1,1,172,1
431,0.000164232,0.000593472,1,0.98552862,0.962168654,0.96290487,1,0.996861268,0.993614863,0.999831177,0.89728693,0.974358974,0.961504812,0.994790231,0.775860511,0.022116022,0.967391304,1,1,0.98784605,0.987882146,1,1,409,0
432,0.000157092,0.000593472,1,0.982118168,0.955363015,0.973283141,1,0.998116761,0.994859619,0.99970456,0.900104257,1,0.965004374,0.994845361,0.76770711,0.01936024,0.956521739,1,1,0.991897367,0.993865511,1,1,232,0
433,0.000147571,0.000474777,1,0.984699051,0.959909639,0.967322824,1,0.998744507,0.995205385,0.999746766,0.905285274,1,0.968503937,0.994872926,0.777034963,0.023022988,0.97826087,1,1,0.992572586,0.988710526,1,1,215,0
434,0.000159472,0.000237389,1,0.985805143,0.966200566,0.966643139,1,1,0.955557605,0.99902927,0.915631392,0.948717949,0.975503062,0.993935719,0.777464089,0.128300834,0.967391304,1,1,0.949358542,0.944207498,1,1,193,1
435,4.28E-05,0.000830861,1,0.983408609,0.980326556,0.972734165,1,0.998116761,0.997372182,0.999641252,0.902897709,1,0.975503062,0.994845361,0.769220345,0.032162417,0.97826087,1,1,0.991559757,0.991732993,1,1,259,0
436,0.000235637,0.000949555,1,0.98635819,0.994824283,0.970433691,1,1,0.954520308,0.999409121,0.820256106,0.948717949,0.979002625,0.994431887,0.563262264,0.11595214,0.956521739,1,1,0.952059419,0.948595672,1,1,153,1
437,0.000102348,0.000237389,1,0.983316435,0.965028166,0.955794317,1,0.999372254,0.995827763,0.999683457,0.904656549,1,0.968503937,0.994872926,0.784578553,0.017790491,0.989130435,1,1,0.985820392,0.991268429,1,1,255,0
438,0.00013329,0.000356083,1,0.98635819,0.974750508,0.985909602,1,1,0.956226085,0.999261401,0.867895998,0.948717949,0.979877515,0.993990848,0.68707652,0.13520773,0.967391304,1,1,0.949020932,0.947868041,1,1,221,0
439,0.000164232,0.000949555,1,0.988846898,0.974893483,0.959767861,1,1,0.954935227,0.999282504,0.839117874,0.948717949,0.966754156,0.994266498,0.618258199,0.124184603,0.967391304,1,1,0.948345712,0.945763509,1,1,166,1
440,7.14E-05,0.000830861,1,0.990413863,0.97766721,0.956160301,1,1,0.954681665,0.999345812,0.837947967,0.948717949,0.963254593,0.994266498,0.599534737,0.12237067,0.989130435,1,1,0.948008103,0.955502569,1,1,147,1
441,1.00E-04,0,1,0.980827726,0.986731864,0.953180143,1,0.998116761,0.993407404,0.999810074,0.912368385,0.974358974,0.973753281,0.994928056,0.779519378,0.025220637,0.956521739,1,1,0.981769075,0.988273947,1,1,347,0
442,0.000119009,0.000118694,1,0.984238179,0.959023191,0.975766607,1,0.998744507,0.997441335,0.999788972,0.907195327,1,0.961504812,0.994845361,0.774098835,0.021278822,0.97826087,1,1,0.989196489,0.988425071,1,1,285,0
443,0.000145191,0.000830861,1,0.982763388,0.971719425,0.979844718,1,1,0.953091144,0.999176989,0.891891032,0.948717949,0.965879265,0.994073543,0.720096666,0.119056755,0.989130435,1,1,0.95172181,0.951914789,1,1,181,1
444,0.000152331,0.000712166,1,0.98635819,0.969660576,0.970851959,1,0.998116761,0.994629109,0.999788972,0.903820901,1,0.974628171,0.99495562,0.771704761,0.020406739,0.956521739,1,1,0.992910196,0.984568627,1,1,226,0
445,1.43E-05,0.000237389,1,0.989123422,0.966686683,0.974198102,1,1,0.997533539,0.999831177,0.905945834,1,0.959755031,0.995038315,0.758718041,0.024348554,0.967391304,1,1,0.995611074,0.989130313,1,1,266,0
446,0.00013329,0,1,0.988570375,0.964599239,0.961362508,1,1,0.955580656,0.999071475,0.922173321,0.948717949,0.965004374,0.993963284,0.815859608,0.124568319,0.967391304,1,1,0.945307225,0.949950185,1,1,341,0
447,0.000126149,0.001068249,1,0.985620795,0.997998341,0.980759679,1,1,0.955188788,0.998965961,0.912822023,0.948717949,0.962379703,0.993908154,0.807006053,0.12257997,0.967391304,1,1,0.953409858,0.951539779,1,1,172,1
448,0.000152331,0.000949555,1,0.985067748,0.967944869,0.953206284,1,0.997489014,0.993153843,0.999746766,0.909423721,1,0.965879265,0.994652406,0.771749932,0.016883525,0.97826087,1,1,0.989196489,0.992326292,1,1,322,0
449,0.000142811,0.000949555,1,0.988109503,0.968488176,0.938096358,1,0.998744507,0.995505048,0.999788972,0.90635172,1,0.964129484,0.994872926,0.777915801,0.032371717,0.97826087,1,1,0.989196489,0.98339882,1,1,207,0
450,0.00013567,0.000712166,1,0.986266015,0.963627005,0.955454474,1,1,0.953575216,0.999134784,0.868548599,0.948717949,0.965879265,0.994156238,0.668330472,0.121917187,0.956521739,1,1,0.952397029,0.949580773,1,1,181,1
451,0.000321324,0.000237389,1,0.988939073,0.993794859,0.964996209,1,1,0.954866073,0.999219195,0.851986852,0.948717949,0.970253718,0.994211368,0.631154576,0.114835874,0.967391304,1,1,0.956785955,0.949972574,1,1,156,1
