time,label,true_time,true_label,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23,feature24,feature25,feature26,feature27,feature28,feature29,feature30,feature31,feature32,feature33,feature34,feature35,feature36,feature37,feature38,feature39,feature40,feature41
17,2,17,2,2848.46,2588.74,2164.3666,958.7313,1.3409,100,104.1344,0.1248,1.5559,-0.0096,0.0028,0.978,198.5676,4.802,412.7689,798.0013,0.9689,53.6104,0.6014,0.9677,6.2008,16.02,4.25,16.1,16.07,1.281,2.608,0.6914,3.014,-0.7569,0.7403,0.9949,2.1911,1013.4306,40.2187,97,91,95.2,46.3999,113.0649,0.1304
1,0,5,2,3014.42,2440.56,2224.1889,997.7953,1112.16,100,86.1644,0,1.4347,0.0006,0.0084,0.9625,200.0451,7.2846,411.8884,757.7027,0.9893,58.0221,0.5908,0.965,6.4285,15.67,3.362,15.71,15.61,0.8278,3.175,0.6257,3.341,0.1419,0.7131,0.9979,2.3079,995.1202,45.0861,107,88.6,88.9,121.1001,854.742,9998.8795
2,2,2,2,3011.77,2462.34,2211.4,1511.7842,1.3004,100,97.47,0.1237,1.3984,-0.0028,-0.0059,0.9669,197.7569,4.7356,397.101,748.6849,0.989,58.8951,0.6048,0.9799,6.2496,16.02,4.25,16.1,16.07,1.281,2.608,0.6914,3.014,-0.7569,0.7403,0.9949,2.1911,1013.4306,40.2187,126,183.9,176.6,73.2,1533.777,0.6226
10,0,16,1,2941.26,2532.78,2209.1,1244.9641,1.3724,100,107.3156,0.1238,1.4745,-0.0132,0.0054,0.9697,203.4507,8.4701,408.6597,748.4576,0.9894,58.688,0.6027,0.9657,6.4427,15.88,4.146,15.91,15.87,1.357,2.606,0.6758,3.035,-0.7569,0.7085,0.9983,2.2337,1008.1634,39.39,109,169.7,267.5,78.5999,537.3761,0.5062
1,1,1,1,3045.07,2414.43,2203.1667,1312.9527,0.9448,100,96.3311,0.1227,1.4317,0.0082,0.0168,0.966,201.0823,13.0658,414.4153,736.5444,0.9918,57.0103,0.6081,0.9627,6.3633,15.76,4.04,15.83,15.8,1.163,2.496,0.6743,3.001,-0.5204,0.6814,0.9954,2.2392,997.1394,38.3293,71,147.3,86.4,55.3,706.4609,0.2034
3,0,5,2,3282.87,2419.55,2189.6778,1295.2883,2.1394,100,107.4811,0.1238,1.5675,-0.001,0.0099,0.9416,202.2826,7.8755,410.7484,771.6946,0.99,57.8852,0.599,0.9799,6.2821,15.8,3.267,15.83,15.74,0.946,2.908,0.5614,3.218,0.2365,0.7996,0.9981,2.2939,1007.9494,39.841,154,227.4,182.2,63.3,244.2571,0.802
64,1,64,1,3014.85,2453.45,2189.6778,1295.2883,2.1394,100,107.4811,0.1238,1.4214,0.007,0.0192,0.9718,200.8429,6.87,400.3847,680.4398,0.9892,58.7855,0.5983,0.9613,6.3579,15.88,4.146,15.91,15.87,1.357,2.606,0.6758,3.035,-0.7569,0.7085,0.9983,2.2337,1008.1634,39.39,109,159.5,88,63.3,244.2571,0.802
23,0,23,2,2918.56,2568.55,2189.6778,1295.2883,2.1394,100,107.4811,0.1238,1.529,0.0014,0.0014,0.969,203.1072,10.2441,405.5495,774.4409,0.989,60.326,0.6101,0.9799,6.3067,15.8,3.267,15.83,15.74,0.946,2.908,0.5614,3.218,0.2365,0.7996,0.9981,2.2939,1007.9494,39.841,58,74.2,35.4,63.3,244.2571,0.802
0,0,3,2,2908.11,2535.93,2208.9,934.7558,1.9469,100,119.3544,0.1222,1.3636,0.0191,0.004,0.9731,198.5354,11.1285,408.5619,793.9446,0.99,59.3797,0.6081,0.9657,6.3472,15.76,4.04,15.83,15.8,1.163,2.496,0.6743,3.001,-0.5204,0.6814,0.9954,2.2392,997.1394,38.3293,108,185.1,269.2,54.2,234.808,0.2606
71,2,71,2,2986.79,2527.32,2189.6778,1295.2883,2.1394,100,107.4811,0.1238,1.4418,0.0076,0.0123,0.9683,202.2717,12.2063,416.2901,775.351,0.9906,57.1368,0.6055,0.9777,6.3213,15.8,3.267,15.83,15.74,0.946,2.908,0.5614,3.218,0.2365,0.7996,0.9981,2.2939,1007.9494,39.841,103,73.5,87.3,63.3,244.2571,0.802
11,2,11,2,3339.93,2839.46,2189.6778,1295.2883,2.1394,100,107.4811,0.1238,1.5029,-0.0036,0.0052,0.9637,203.6226,8.869,419.6149,741.7235,0.9895,58.3888,0.6023,0.9681,6.2983,15.8,3.267,15.83,15.74,0.946,2.908,0.5614,3.218,0.2365,0.7996,0.9981,2.2939,1007.9494,39.841,96,192.6,180.8,63.3,244.2571,0.802
15,0,17,2,3038.53,2474.55,2205.2555,1412.7131,0.9785,100,95.2556,0.1216,1.4245,0.0021,0.0018,0.9672,196.3934,8.6325,423.931,726.3713,0.991,57.9648,0.6022,0.9638,6.4433,15.8,3.267,15.83,15.74,0.946,2.908,0.5614,3.218,0.2365,0.7996,0.9981,2.2939,1007.9494,39.841,97,98.7,50.6,55.6001,973.498,0.0522
18,1,18,1,2942.21,2459.02,2210.8556,1665.0062,2.4475,100,97.1056,0.1227,1.5257,-0.0009,0.0039,0.9735,203.3852,8.0673,408.5924,780.5541,0.9892,60.1457,0.5968,0.9795,6.0878,15.87,4.207,15.92,15.87,1.229,2.553,0.6916,3.058,-0.8042,0.7003,0.9966,2.2474,1009.5254,37.761,79,234.4,195.6,54.6001,566.33,0.5224
56,0,109,1,2974.65,2545.4,2210.8556,1665.0062,2.4475,100,97.1056,0.1227,1.5986,-0.0048,-0.0027,0.9484,202.459,8.5997,404.9947,667.9745,0.99,57.5303,0.593,0.9793,6.4121,15.87,4.207,15.92,15.87,1.229,2.553,0.6916,3.058,-0.8042,0.7003,0.9966,2.2474,1009.5254,37.761,104,122.1,139.3,54.6001,566.33,0.5224
17,1,17,1,2992.34,2512.63,2236.1111,1546.5931,2.03,100,90.4233,0.1224,1.4564,-0.0182,-0.0095,0.9574,202.4944,10.4259,416.1481,754.9244,0.9894,59.2586,0.5922,0.9697,6.2221,15.67,3.362,15.71,15.61,0.8278,3.175,0.6257,3.341,0.1419,0.7131,0.9979,2.3079,995.1202,45.0861,104,70.2,62.9,57.3,832.506,0.4172
1,0,37,2,3212.7,2472.92,2210.8556,1665.0062,2.4475,100,97.1056,0.1227,1.5757,-0.0037,0.0039,0.9741,202.928,9.4855,420.1899,720.9814,0.9889,61.1607,0.5957,0.9778,6.3473,15.87,4.207,15.92,15.87,1.229,2.553,0.6916,3.058,-0.8042,0.7003,0.9966,2.2474,1009.5254,37.761,63,148,167.2,54.6001,566.33,0.5224
70,2,70,2,2912.24,2438.17,2203.1667,1312.9527,0.9448,100,96.3311,0.1227,1.4656,0.004,-0.0064,0.9647,199.7777,3.5814,405.4611,755.2627,0.9915,58.9212,0.5934,0.9629,6.4577,15.74,4.033,15.78,15.74,1.276,2.521,0.6695,3.041,-0.5204,0.7154,0.9976,2.2434,996.3344,39.7336,115,76.6,46,55.3,706.4609,0.2034
0,0,0,1,2990.66,2535.43,2213.2889,1346.8352,1112.0769,100,85.45,0,1.4959,0.0007,-0.0135,0.9656,200.4503,8.027,415.2904,739.5797,0.99,57.7747,0.6031,0.9743,6.6474,15.67,3.362,15.71,15.61,0.8278,3.175,0.6257,3.341,0.1419,0.7131,0.9979,2.3079,995.1202,45.0861,96,88.2,96.6,87.4001,133.498,9998.8944
2,2,2,2,2907.65,2516.34,2208.9,934.7558,1.9469,100,119.3544,0.1222,1.6193,-0.0127,-0.0164,0.9558,201.5794,7.9645,409.0983,701.3166,0.9901,58.1448,0.5981,0.9794,6.2025,15.67,3.362,15.71,15.61,0.8278,3.175,0.6257,3.341,0.1419,0.7131,0.9979,2.3079,995.1202,45.0861,77,129.7,146.2,54.2,234.808,0.2606
16,0,67,1,2965.41,2577.39,2210.8556,1665.0062,2.4475,100,97.1056,0.1227,1.548,0.0007,0.0039,0.9717,195.9429,8.7587,415.8832,815.9082,0.9898,58.3601,0.6009,0.979,6.477,15.87,4.207,15.92,15.87,1.229,2.553,0.6916,3.058,-0.8042,0.7003,0.9966,2.2474,1009.5254,37.761,124,74,65.4,54.6001,566.33,0.5224
1,1,1,1,3023.56,2555.88,2205.2555,1412.7131,0.9785,100,95.2556,0.1216,1.5407,-0.0073,0.0108,0.9465,196.7655,8.5741,415.5115,770.163,0.9899,57.9829,0.5936,0.9655,6.3878,15.87,4.207,15.92,15.87,1.229,2.553,0.6916,3.058,-0.8042,0.7003,0.9966,2.2474,1009.5254,37.761,104,256.4,234.5,55.6001,973.498,0.0522
1,1,1,1,3224.1,2410.53,2208.9778,1285.2144,2.421,100,97.84,0.1238,1.4115,0.0062,-0.0007,0.9571,197.0336,5.8563,421.1243,739.3232,0.9888,58.9246,0.586,0.966,6.2222,16.02,4.253,16.07,16.08,1.154,2.627,0.6841,2.993,-0.5204,0.7492,0.9971,2.1919,1015.5678,42.4908,79,179.2,203.2,54.9001,568.2379,0.6965
36,2,36,2,3193.53,2587.86,2162.1333,998.9095,0.8826,100,104.9722,0.1246,1.461,-0.0154,-0.005,0.9746,202.4111,5.6064,412.9307,779.3134,0.9885,59.1915,0.5918,0.968,6.3552,15.78,3.029,15.79,15.75,0.7048,3.063,0.5426,3.475,1.419,0.821,0.9989,2.2826,999.5619,38.2031,103,157.1,108.3,53.2,584.3929,0.1655
0,0,2,2,3033.52,2461.08,2203.1667,1312.9527,0.9448,100,96.3311,0.1227,1.4323,0.0145,-0.0137,0.9673,199.0742,8.0052,406.5169,600.2219,0.9914,58.8003,0.5983,0.9799,6.3383,15.88,4.296,15.89,15.87,1.182,2.649,0.6769,3.01,-0.7569,0.7397,0.9995,2.2377,1006.9773,38.992,77,219.2,201,55.3,706.4609,0.2034
10,0,10,1,3188.42,2565.93,2208.9,934.7558,1.9469,100,119.3544,0.1222,1.4984,0.0163,0.0191,0.9655,201.6518,13.1133,419.4913,749.6248,0.9889,59.0551,0.5916,0.9648,6.4006,15.65,3.217,15.69,15.61,1.097,2.982,0.565,3.326,2.458,0.8346,0.9972,2.3081,992.8867,43.5596,96,155.1,169.7,54.2,234.808,0.2606
23,0,25,2,3177.96,2369.84,2162.1333,998.9095,0.8826,100,104.9722,0.1246,1.3719,0.0048,0.0089,0.9753,200.9239,6.0388,410.3935,736.1793,0.9893,58.5875,0.591,0.9664,6.3121,15.78,3.029,15.79,15.75,0.7048,3.063,0.5426,3.475,1.419,0.821,0.9989,2.2826,999.5619,38.2031,103,180.9,139.7,53.2,584.3929,0.1655
20,0,46,2,3266.55,2425.3,2211.4,1511.7842,1.3004,100,97.47,0.1237,1.4321,-0.0076,-0.0123,0.9697,193.2403,9.4381,409.1402,755.7289,0.9891,57.9432,0.6001,0.966,6.3801,15.77,4.076,15.79,15.78,1.276,2.569,0.6263,2.912,0,0.7446,0.9988,2.237,998.9491,38.4298,154,172.4,149.7,73.2,1533.777,0.6226
2,0,7,2,2996.01,2541.13,2205.2555,1412.7131,0.9785,100,95.2556,0.1216,1.5507,-0.0077,0.004,0.9726,195.2737,8.8862,412.0421,727.2806,0.9891,58.5511,0.6013,0.9647,6.4286,15.87,4.207,15.92,15.87,1.229,2.553,0.6916,3.058,-0.8042,0.7003,0.9966,2.2474,1009.5254,37.761,113,124,61.4,55.6001,973.498,0.0522
0,0,0,2,3001.56,2506.62,2223.0444,1194.5986,1.2016,100,112.5811,0.1229,1.4004,-0.0079,-0.0075,0.9675,200.0484,9.5368,420.4215,793.3861,0.9898,57.9451,0.6128,0.9805,6.3118,15.87,4.156,15.89,15.78,1.22,2.673,0.6697,3.054,-1.277,0.7223,0.9984,2.2752,1004.9108,35.0319,96,141.5,221.7,72.8999,323.062,0.3443
0,2,0,2,3045.48,2408.85,2223.0444,1194.5986,1.2016,100,112.5811,0.1229,1.3838,-0.0125,0.0073,0.9726,198.9455,8.3054,412.2097,677.9002,0.9891,58.7188,0.6126,0.9791,6.3548,15.87,4.156,15.89,15.78,1.22,2.673,0.6697,3.054,-1.277,0.7223,0.9984,2.2752,1004.9108,35.0319,153,190.3,131,72.8999,323.062,0.3443
32,2,32,2,2971.75,2566.3,2206.4,982.5452,1.1853,100,116.8167,0.1228,1.584,-0.0058,0.0065,0.9763,199.6054,9.9972,420.8836,684.3676,0.99,57.9514,0.6125,0.9784,6.3593,15.87,4.156,15.89,15.78,1.22,2.673,0.6697,3.054,-1.277,0.7223,0.9984,2.2752,1004.9108,35.0319,124,64.6,75.4,58,241.589,0.1633
11,1,11,1,2983.98,2744.54,2212.3,1807.5841,0.9816,100,92.37,0.1212,1.3909,-0.0132,0.0099,0.9782,199.0477,10.5207,421.4226,771.2167,0.9893,58.7734,0.6038,0.9684,6.3349,15.87,4.156,15.89,15.78,1.22,2.673,0.6697,3.054,-1.277,0.7223,0.9984,2.2752,1004.9108,35.0319,106,245.1,100.1,55.8999,679.767,0.0893
6,1,6,1,3039.64,2529.79,2223.0444,1194.5986,1.2016,100,112.5811,0.1229,1.5576,-0.0098,0.0105,0.9772,203.5591,8.7182,414.2112,745.6604,0.9901,57.7467,0.6084,0.9651,6.3816,15.88,4.185,15.85,15.84,1.338,2.594,0.6772,3.045,-0.615,0.7202,1.001,2.2674,1010.0437,33.3658,108,160.5,99.2,72.8999,323.062,0.3443
14,0,81,2,2908.47,2551.78,2223.0444,1194.5986,1.2016,100,112.5811,0.1229,1.5714,0.0076,0.0196,0.9777,198.2412,6.7802,404.753,707.236,0.9891,59.6505,0.6049,0.9701,6.2903,15.82,2.84,15.86,15.75,0.946,3.064,0.5197,3.423,1.655,0.8137,0.9974,2.2797,1008.4892,37.2572,154,220.8,221.4,72.8999,323.062,0.3443
14,2,14,2,2915.54,2496.52,2210.8556,1665.0062,2.4475,100,97.1056,0.1227,1.5656,-0.0027,0.0092,0.9771,203.0203,9.9235,419.7956,761.9435,0.9894,58.5588,0.6141,0.9648,6.3699,15.88,4.185,15.85,15.84,1.338,2.594,0.6772,3.045,-0.615,0.7202,1.001,2.2674,1010.0437,33.3658,102,222.1,48.1,54.6001,566.33,0.5224
15,1,15,1,2997.45,2555.01,2206.4,982.5452,1.1853,100,116.8167,0.1228,1.4319,0.0043,0.0123,0.977,198.6422,8.9192,417.5505,743.0757,0.9889,58.3573,0.5941,0.9789,6.3373,15.87,4.156,15.89,15.78,1.22,2.673,0.6697,3.054,-1.277,0.7223,0.9984,2.2752,1004.9108,35.0319,118,164.9,155.9,58,241.589,0.1633
0,2,0,2,2990.85,2472.74,2223.0444,1194.5986,1.2016,100,112.5811,0.1229,1.3533,0.0013,0.0064,0.9612,201.9929,7.7739,401.5005,789.9959,0.991,58.5736,0.6064,0.9801,6.2329,15.88,4.185,15.85,15.84,1.338,2.594,0.6772,3.045,-0.615,0.7202,1.001,2.2674,1010.0437,33.3658,169,78.4,83.9,72.8999,323.062,0.3443
10,1,10,1,3029.98,2532.34,2206.4,982.5452,1.1853,100,116.8167,0.1228,1.5139,-0.0127,0.0007,0.966,202.5718,7.9824,408.366,751.1369,0.9894,58.6735,0.6014,0.9671,6.2596,15.88,4.185,15.85,15.84,1.338,2.594,0.6772,3.045,-0.615,0.7202,1.001,2.2674,1010.0437,33.3658,68,234.5,198.7,58,241.589,0.1633
1,0,2,2,3033.51,2556.35,2207.9555,1283.4368,1.8467,100,95.4022,0.1216,1.512,-0.0124,0.009,0.9561,201.0549,7.7847,405.2342,724.0268,0.9896,56.3186,0.5952,0.9703,6.3538,15.88,4.185,15.85,15.84,1.338,2.594,0.6772,3.045,-0.615,0.7202,1.001,2.2674,1010.0437,33.3658,103,64.7,66.6,50.5,523.7209,0.1734
4,0,30,1,3034.5,2406.11,2183.5889,1108.6491,1.3963,100,104.0856,0.1233,1.5171,-0.0292,-0.0071,0.9723,199.9541,8.5012,411.1901,839.5361,0.9892,57.8802,0.6066,0.9646,6.1974,15.88,4.146,15.91,15.87,1.357,2.606,0.6758,3.035,-0.7569,0.7085,0.9983,2.2337,1008.1634,39.39,102,243.6,226.6,48.6001,343.986,0.2265
10,0,15,2,3058.46,2467.73,2228.4778,1721.1108,1.4301,100,93.6222,0.1221,1.4854,0.007,0.0019,0.9742,197.3004,8.8398,408.1066,778.2147,0.991,58.1642,0.5911,0.9674,6.2531,16.07,4.684,16.09,16.09,1.757,2.734,0.7673,3.085,-1.83,0.7182,0.9986,2.1995,1013.1402,45.0112,98,79,55.5,62.5999,1415.4999,0.5109
4,0,23,1,2964.69,2474.97,2212.3,1807.5841,0.9816,100,92.37,0.1212,1.4424,-0.0242,0.005,0.9776,198.9222,7.7344,405.8248,711.4945,0.989,60.9507,0.6029,0.9782,6.225,15.82,2.84,15.86,15.75,0.946,3.064,0.5197,3.423,1.655,0.8137,0.9974,2.2797,1008.4892,37.2572,126,186.6,176.4,55.8999,679.767,0.0893
21,1,21,1,2909.43,2534.49,2223.0444,1194.5986,1.2016,100,112.5811,0.1229,1.3702,-0.0118,0.0067,0.9747,201.0915,7.0063,408.4523,833.2102,0.9902,57.6087,0.6036,0.9656,6.3622,15.88,4.185,15.85,15.84,1.338,2.594,0.6772,3.045,-0.615,0.7202,1.001,2.2674,1010.0437,33.3658,102,92.2,73.2,72.8999,323.062,0.3443
17,0,45,2,3014.42,2442.51,2212.3,1807.5841,0.9816,100,92.37,0.1212,1.4159,-0.0068,-0.0073,0.9711,202.1607,8.2841,416.767,747.6076,0.9629,57.0184,0.6131,0.9778,6.5175,15.88,4.185,15.85,15.84,1.338,2.594,0.6772,3.045,-0.615,0.7202,1.001,2.2674,1010.0437,33.3658,114,151.9,168.4,55.8999,679.767,0.0893
40,0,51,1,2997.84,2449.85,2223.0444,1194.5986,1.2016,100,112.5811,0.1229,1.4931,-0.0106,0.0015,0.9737,203.4768,8.3756,412.8557,697.2415,0.9889,61.0652,0.5998,0.9634,6.3954,15.88,4.185,15.85,15.84,1.338,2.594,0.6772,3.045,-0.615,0.7202,1.001,2.2674,1010.0437,33.3658,234,64.1,111.8,72.8999,323.062,0.3443
18,1,18,1,2873.83,2540.17,2223.0444,1194.5986,1.2016,100,112.5811,0.1229,1.5267,-0.0067,-0.0034,0.9625,202.9662,8.3567,407.1025,849.5395,0.9892,60.2727,0.6049,0.9646,6.293,15.88,4.185,15.85,15.84,1.338,2.594,0.6772,3.045,-0.615,0.7202,1.001,2.2674,1010.0437,33.3658,102,48,34.2,72.8999,323.062,0.3443
0,0,0,1,3001.74,2446.55,2207.9555,1283.4368,1.8467,100,95.4022,0.1216,1.3997,0.0008,0.0043,0.9746,199.5133,12.2262,425.2795,780.6734,0.989,58.2571,0.6102,0.9673,6.353,15.79,4.162,15.84,15.86,1.229,2.638,0.6652,3.004,0,0.7612,0.9967,2.2737,1003.84,37.8384,120,118,61.1,50.5,523.7209,0.1734
14,0,82,1,3057.49,2584.52,2207.9555,1283.4368,1.8467,100,95.4022,0.1216,1.322,0.0145,0.0141,0.9543,199.4882,11.355,427.4985,799.224,0.9893,57.0841,0.6081,0.9799,6.3414,15.79,4.162,15.84,15.86,1.229,2.638,0.6652,3.004,0,0.7612,0.9967,2.2737,1003.84,37.8384,82,95.6,93.2,50.5,523.7209,0.1734
3,0,11,1,2910.77,2529.9,2212.3,1807.5841,0.9816,100,92.37,0.1212,1.5021,-0.0108,-0.0032,0.9746,202.2554,8.4422,415.4115,794.5631,0.9895,58.5543,0.6087,0.9647,6.3498,15.82,2.84,15.86,15.75,0.946,3.064,0.5197,3.423,1.655,0.8137,0.9974,2.2797,1008.4892,37.2572,102,88,65.6,55.8999,679.767,0.0893
1,0,37,2,2985.31,2584.24,2209.6667,1586.6088,1.6782,100,89.7222,0.1213,1.4753,-0.0038,0.009,0.9589,198.3968,11.4067,423.6798,791.4203,0.9887,60.0188,0.6092,0.9796,6.2526,15.79,4.162,15.84,15.86,1.229,2.638,0.6652,3.004,0,0.7612,0.9967,2.2737,1003.84,37.8384,78,196.5,226.2,52.5,502.2059,0.1472
5,1,5,1,3020.62,2483.2,2206.4,982.5452,1.1853,100,116.8167,0.1228,1.3985,-0.0297,0.0005,0.9756,199.3555,7.4135,407.0664,836.4156,0.9889,58.2179,0.6062,0.98,6.3726,15.82,2.84,15.86,15.75,0.946,3.064,0.5197,3.423,1.655,0.8137,0.9974,2.2797,1008.4892,37.2572,65,200,151.7,58,241.589,0.1633
2,0,23,2,3019.44,2494.33,2231.0555,1303.5386,0.9751,100,95.7878,0.1198,1.4001,-0.0156,0.0048,0.962,197.5841,9.8643,424.6367,771.077,0.9634,56.6758,0.5972,0.9729,6.2596,15.81,3.959,15.83,15.84,1.347,2.585,0.6665,3.049,-1.229,0.7189,0.9988,2.2563,1003.2011,37.6511,136,176.5,131.3,63.3999,645.3679,0.0955
162,2,162,2,3185.63,2386.26,2209.6667,1586.6088,1.6782,100,89.7222,0.1213,1.3601,-0.0077,0.017,0.9785,194.7158,8.4588,413.0881,731.5928,0.9661,57.8803,0.5924,0.9653,6.3222,15.8,4.255,15.83,15.85,1.376,2.678,0.6492,2.987,0.0473,0.743,0.9983,2.2705,1004.05,37.5925,103,181.7,135.1,52.5,502.2059,0.1472
7,1,7,1,3029.94,2517.44,2206.4,982.5452,1.1853,100,116.8167,0.1228,1.4148,-0.012,0.0022,0.9756,199.9404,13.5128,423.6629,882.192,0.9904,57.5861,0.6129,0.9626,6.4435,15.82,2.84,15.86,15.75,0.946,3.064,0.5197,3.423,1.655,0.8137,0.9974,2.2797,1008.4892,37.2572,97,173.5,93.6,58,241.589,0.1633
3,2,3,2,3117.3,2527.68,2212.3,1807.5841,0.9816,100,92.37,0.1212,1.3914,-0.0072,0,0.9637,201.9062,7.6071,411.367,847.5181,0.9889,61.2474,0.5987,0.9607,6.4832,15.85,4.178,15.9,15.91,1.229,2.683,0.6369,2.969,-1.371,0.709,0.9973,2.2432,1006.7654,48.5321,106,193.7,227.6,55.8999,679.767,0.0893
7,2,7,2,3084.17,2451.85,2231.0555,1303.5386,0.9751,100,95.7878,0.1198,1.5337,-0.0281,0.0075,0.974,198.7341,7.4507,403.9663,815.1008,0.9625,56.959,0.6022,0.9765,6.5203,15.8,4.255,15.83,15.85,1.376,2.678,0.6492,2.987,0.0473,0.743,0.9983,2.2705,1004.05,37.5925,139,164.2,185.7,63.3999,645.3679,0.0955
1,0,1,1,3005.9,2534.68,2231.0555,1303.5386,0.9751,100,95.7878,0.1198,1.5664,-0.035,0.017,0.9585,198.9829,10.3404,424.4315,807.1078,0.989,59.9415,0.6073,0.9669,6.3234,15.79,4.162,15.84,15.86,1.229,2.638,0.6652,3.004,0,0.7612,0.9967,2.2737,1003.84,37.8384,116,88.1,77,63.3999,645.3679,0.0955
2,1,2,1,3024.48,2538.13,2207.9555,1283.4368,1.8467,100,95.4022,0.1216,1.4288,-0.0063,0.0012,0.9595,199.2828,10.8438,424.9858,761.637,0.967,58.0393,0.5963,0.9658,6.2348,15.79,4.162,15.84,15.86,1.229,2.638,0.6652,3.004,0,0.7612,0.9967,2.2737,1003.84,37.8384,106,145.1,106.6,50.5,523.7209,0.1734
0,0,2,2,2981.72,2580.44,2207.9555,1283.4368,1.8467,100,95.4022,0.1216,1.4458,-0.0108,0.0128,0.9665,194.0109,10.95,428.1874,766.1776,0.9888,57.9296,0.5998,0.9661,6.405,15.8,4.255,15.83,15.85,1.376,2.678,0.6492,2.987,0.0473,0.743,0.9983,2.2705,1004.05,37.5925,109,212.6,173.4,50.5,523.7209,0.1734
27,0,132,2,3001.9,2465.51,2223.0444,1194.5986,1.2016,100,112.5811,0.1229,1.4201,-0.0182,0.0055,0.9767,203.265,10.2173,429.982,759.6982,0.9898,57.96,0.5988,0.964,6.3627,15.8,4.255,15.83,15.85,1.376,2.678,0.6492,2.987,0.0473,0.743,0.9983,2.2705,1004.05,37.5925,102,136.9,180.8,72.8999,323.062,0.3443
10,2,10,2,3016.46,2559.42,2167.0889,1253.214,1.3679,100,101.6667,0.1243,1.4093,-0.0041,0.0094,0.9612,203.3349,9.1535,411.7288,706.582,0.9893,58.6557,0.6024,0.9801,6.229,16.03,4.137,16.09,16.07,1.286,2.589,0.6539,2.92,0.2838,0.7772,0.9959,2.1996,1012.9091,36.022,124,119.1,95.7,47.1001,359.777,0.1334
2,0,5,2,3163.86,2470.6,2211.4,1511.7842,1.3004,100,97.47,0.1237,1.4362,-0.0034,-0.007,0.9648,197.9805,10.3963,404.7285,775.5831,0.9902,58.5854,0.6029,0.9789,6.1532,15.7,2.626,15.73,15.69,0.8089,2.971,0.4628,3.413,1.419,0.8557,0.9977,2.2732,995.0191,39.8933,103,158.5,106.6,73.2,1533.777,0.6226
23,0,31,2,2988.39,2493.72,2206.4,982.5452,1.1853,100,116.8167,0.1228,1.5279,-0.0094,0.0001,0.9672,199.9316,9.7716,423.2861,818.6599,0.9631,57.2403,0.6008,0.9813,6.2097,15.88,4.185,15.85,15.84,1.338,2.594,0.6772,3.045,-0.615,0.7202,1.001,2.2674,1010.0437,33.3658,63,176.2,129,58,241.589,0.1633
5,1,5,1,3013.32,2538.52,2231.0555,1303.5386,0.9751,100,95.7878,0.1198,1.3717,0.0059,0.0011,0.974,197.8315,11.8035,414.0166,725.414,0.9624,56.7229,0.6078,0.9801,6.3303,15.82,4.136,15.9,15.86,1.593,2.593,0.6599,3.069,0,0.6957,0.9951,2.2718,1002.5096,36.8835,112,199.2,217.7,63.3999,645.3679,0.0955
0,0,0,2,2886.03,2499.46,2231.0555,1303.5386,0.9751,100,95.7878,0.1198,1.4685,0.0057,-0.0007,0.9731,197.9636,12.1794,422.9974,818.1034,0.9894,58.7296,0.6186,0.9672,6.2485,15.82,4.136,15.9,15.86,1.593,2.593,0.6599,3.069,0,0.6957,0.9951,2.2718,1002.5096,36.8835,120,205.8,155.1,63.3999,645.3679,0.0955
8,2,8,2,2916.12,2806.91,2231.0555,1303.5386,0.9751,100,95.7878,0.1198,1.4888,-0.0128,-0.0141,0.9685,203.5542,9.6107,409.2625,829.6125,0.9642,52.8068,0.6063,0.9647,6.2945,15.82,4.136,15.9,15.86,1.593,2.593,0.6599,3.069,0,0.6957,0.9951,2.2718,1002.5096,36.8835,104,90.5,108.9,63.3999,645.3679,0.0955
12,2,12,2,3103.67,2424.95,2209.4667,1556.393,1.4884,100,95.1156,0.1206,1.4022,-0.0058,-0.0039,0.9698,198.5998,11.2707,423.3311,748.4901,0.989,58.3356,0.599,0.978,5.9161,15.82,4.136,15.9,15.86,1.593,2.593,0.6599,3.069,0,0.6957,0.9951,2.2718,1002.5096,36.8835,94,146,117.7,48.9001,674.554,0.2001
51,1,51,1,3222.84,2508.03,2207.9555,1283.4368,1.8467,100,95.4022,0.1216,1.5111,-0.0106,0.0101,0.9742,203.0182,12.1227,427.7493,739.5716,0.9897,57.5174,0.5968,0.9794,6.3697,15.78,3.882,15.79,15.74,1.366,2.594,0.6621,3.072,-0.8042,0.7348,0.999,2.2809,1002.7791,43.3855,110,193.2,167.6,50.5,523.7209,0.1734
3,1,3,1,2979.93,2525.74,2206.9667,1314.6277,1.5512,100,97.17,0.1216,1.4441,-0.0129,0.0002,0.9604,198.4396,12.6161,418.624,702.1261,0.9886,60.1012,0.603,0.9674,6.2965,15.82,4.136,15.9,15.86,1.593,2.593,0.6599,3.069,0,0.6957,0.9951,2.2718,1002.5096,36.8835,104,62.1,78.9,60.8999,581.463,0.1503
12,0,25,1,2881.1,2493.03,2209.6667,1586.6088,1.6782,100,89.7222,0.1213,1.3663,-0.0091,-0.002,0.9629,201.8951,11.0992,410.8765,766.8034,0.9672,57.9035,0.6017,0.9656,6.3638,15.78,3.882,15.79,15.74,1.366,2.594,0.6621,3.072,-0.8042,0.7348,0.999,2.2809,1002.7791,43.3855,109,196.2,141.4,52.5,502.2059,0.1472
